PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16
T;268_1;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;268;;;;;;;;100 ms;20;;184;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C432_1_K;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;3288;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;318_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;318;;;;;;;0;;;;3857;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C203_3_G;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;203;;;;;;;0;;;;4733;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1330_1331_2;;;;;P-2001S_FU_SH1;;ЛОЖЬ;ЛОЖЬ;;1331;;;;;;;0;;;;5603;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;354_382_1;;;2000;H-2001;STACK DAMPER;;ЛОЖЬ;ЛОЖЬ;;382;;;;;;;0;;;;717;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;303_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;303;;;;;;;0;;;;1773;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;293_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;293;;;;;;;0;;;;4016;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY138;;FLD;2000;A_2000;FEED TO E-2015;Yes;ИСТИНА;ЛОЖЬ;;674;;;;;;;0;;;;8;ИСТИНА;7119;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;04.07;3;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_4;ESD_001_4;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1436;;;;;;;;
DO;22TAHH001X;;COM;2200;A_2000;G.BOX LSS THRUST BEAR-DE;No;ЛОЖЬ;ЛОЖЬ;;528;;;;;;;0;;;;1116;ИСТИНА;7120;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1187;;;;;;;;
DO;22VSHH028X_FU;;COM;;;V-2001;No;ЛОЖЬ;ЛОЖЬ;;1333;;;;;;;0;;;;5685;ИСТИНА;6928;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1741;;;;;;;;
M;263_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;263;;;;;;;0;;;;4888;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;201_356_2;;;2200;;20PALL373_FL;;ЛОЖЬ;ЛОЖЬ;;356;;;;;;;0;;;;4760;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI021J2;;FLD;2200;A_2000;"MAIN E-MOTOR ""W"" - WIND";Yes;ИСТИНА;ЛОЖЬ;;592;ИСТИНА;Float;4-20mA;-40;200;°C;;;;;180;ЛОЖЬ;6685;;None;None;None;None;;;;-100;-100;;;;-XXXXX.X;3.76;21;;04.05;5;12;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;10384;;;;;;;;
M;C261_1_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;261;;;;;;;0;;;;3767;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2460_A;;;;;OPEN CMD (1);;ЛОЖЬ;ЛОЖЬ;;2460;;;;;;;0;;;;4715;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;275_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;275;;;;;;;0;;;;4900;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C590_2_G;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;590;;;;;;;0;;;;1664;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;258_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;258;;;;;;;;100 ms;5;;1528;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C599_2_G;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;599;;;;;;;0;;;;483;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;529_3;;;2200;P-2001;;;ЛОЖЬ;ЛОЖЬ;;529;;;;;;;0;;;;4261;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;517_2;;;2200;P-2001;;;ЛОЖЬ;ЛОЖЬ;;517;;;;;;;;100 ms;5;;1492;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;402_263_4;;;2000;;INHIBIT FLAME ON;;ЛОЖЬ;ЛОЖЬ;;263;;;;;;;0;;;;3938;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH001F2_CA;;COM;2200;A_2000;G.BOX HSS RADIAL BEAR-NCE;No;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;4225;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1641;;;;;;;;
M;C302_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;302;;;;;;;0;;;;2949;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C458_4_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;458;;;;;;;0;;;;3249;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C243_3_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;243;;;;;;;0;;;;4982;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;299_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;299;;;;;;;0;;;;2905;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C255_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;255;;;;;;;0;;;;3791;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1333_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;1333;;;;;;;0;;;;5662;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;376_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;376;;;;;;;0;;;;4632;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;454_13;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;1045;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI001K2_TF;;COM;2200;A_2000;MAIN MTR RADIAL BEAR-CE;No;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;4164;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1603;;;;;;;;
M;C248_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;248;;;;;;;0;;;;3830;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C280_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;3552;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C693_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;693;;;;;;;0;;;;5905;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;388_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;388;;;;;;;;100 ms;10;;476;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL055_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;471;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1188;;;;;;;;
M;2341_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2341;;;;;;;0;;;;4581;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY071;;FLD;;;VAPOUR FROM V-2012;Yes;ИСТИНА;ЛОЖЬ;;669;;;;;;;0;;;;184;ИСТИНА;7121;None;;;;;;1=TRIP (NDE);;;;;;;Undefined;491;3428;;04.08;9;1;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_001_4;44;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;823;;;;;;;;
DO;22TI021E_TF;;COM;2200;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;588;;;;;;;0;;;;1147;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1189;;;;;;;;
M;593_2;;;2200;P-2001S;;;ЛОЖЬ;ЛОЖЬ;;593;;;;;;;0;;;;5330;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;307_1;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;307;;;;;;;;100 ms;20;;1084;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL021_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;379;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1190;;;;;;;;
M;404_1006_5;;;;;21XY005/006_CMD;;ЛОЖЬ;ЛОЖЬ;;1006;;;;;;;0;;;;337;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;510_6;;;2200;P-2001;;;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;;100 ms;5;;1420;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;682_4;;;2000;P-2001/S;;;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;4601;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21KI005B;;COM;2000;H-2001;FLAME INTERLOCK TIMER;No;ЛОЖЬ;ЛОЖЬ;;450;;Float;;;;;0;;;;1742;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;10414;;;;;;;;
M;C1324_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;1754;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;452_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;924;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C288_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;288;;;;;;;0;;;;3483;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;478_301_6;;;2000;;MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;301;;;;;;;0;;;;4135;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2462_6;;;;;Compiler marker (312, 78);;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;199;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;362_436_3;;;2000;H-2001;20-I-301_CA;;ЛОЖЬ;ЛОЖЬ;;436;;;;;;;0;;;;764;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;00XS001E04P06;;CAB;2000;S_B001;CB001 ESD-04 ALARM PS 06;Yes;ИСТИНА;ЛОЖЬ;;18;;;;;;;;;;;13;ИСТИНА;6870;None;;;;;;;State High;;;;;;Undefined;;;;04.03;1;6;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;840;;;;;;;;
M;C521_3_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;521;;;;;;;0;;;;5490;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;372_452_1;;;2000;H-2005A;20XA031 HTR CMN SD;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;4782;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C580_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;580;;;;;;;0;;;;4853;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C388_1;;;2000;2000;Compiler marker (208, 246);;ЛОЖЬ;ЛОЖЬ;;388;;;;;;;0;;;;3391;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C454_3_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;3254;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C2456_3;;;;;Compiler register (288, 90);;ЛОЖЬ;ЛОЖЬ;;2456;;Float;;;;;0;;;;448;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA006A_FU;;COM;2000;A_P20_1;P2001 EM SD FIELD;No;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;1873;ИСТИНА;7718;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1191;;;;;;;;
DO;21BALL025_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;417;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1192;;;;;;;;
M;292_444_2;;;;;21BALL039_I;;ЛОЖЬ;ЛОЖЬ;;444;;;;;;;0;;;;4652;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C334_3_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;334;;;;;;;0;;;;3430;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22PI022_FU;;COM;;;V-2001;No;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;4827;ИСТИНА;6828;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1710;;;;;;;;
