PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15
DO;22TAHH137A;;COM;2200;A_P20_1;PUMP LINE BEARING TEMP.;No;ЛОЖЬ;ЛОЖЬ;;685;;;;;;;0;;;;2078;ИСТИНА;9133;None;;;;;;1=AVAILABLE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI125_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;278;;Float;;;;;0;;;;1088;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C246_3_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;3435;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH081A;;COM;2200;A_P20_1;PUMP THRUST BEAR - NDE;No;ЛОЖЬ;ЛОЖЬ;;504;;;;;;;0;;;;1392;ИСТИНА;8434;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1340_2_M;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1340;;;;;;;0;;;;2863;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;752_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;752;;;;;;;0;;;;1982;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C285_1_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;285;;;;;;;0;;;;4374;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;20TI123_HH;;COM;2000;A_2000;HH TRIP SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;327;;Float;;;;;0;;;;1628;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;314_1;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;314;;;;;;;;100 ms;20;;2132;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH081S_FU;;COM;2200;P-2051;CLUTCH OUT BEARING - CE;No;ЛОЖЬ;ЛОЖЬ;;1341;;;;;;;0;;;;2839;ИСТИНА;8977;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1332_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;1332;;;;;;;0;;;;6299;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;610_11;;;2200;P-2005S;;;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;6616;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH070XY_MOC;;COM;2000;P-2001;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;548;;;;;;;0;;;;2751;ИСТИНА;8598;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1326_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;1326;;;;;;;0;;;;6181;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;357_372_1;;;2000;H-2002;20-I-318_I;;ЛОЖЬ;ЛОЖЬ;;372;;;;;;;0;;;;2561;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;270_172_5;;;2000;;21BI117_MO;;ЛОЖЬ;ЛОЖЬ;;172;;;;;;;0;;;;4080;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C558_1_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;558;;;;;;;0;;;;3432;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;587_6;;;2200;P-2005S;;;ЛОЖЬ;ЛОЖЬ;;587;;;;;;;;100 ms;10;;2080;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;358_364_1;;;2000;;20HS084A_I;;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;934;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH082X_FU;;COM;;;V-2005;No;ЛОЖЬ;ЛОЖЬ;;1332;;;;;;;0;;;;6253;ИСТИНА;9900;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2430_A;;;;;1=MOS/OOS;;ЛОЖЬ;ЛОЖЬ;;2430;;;;;;;0;;;;203;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;740_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;740;;;;;;;0;;;;1454;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XV265_OOS;;COM;;;OOS 20XV265;No;ЛОЖЬ;ИСТИНА;;774;;;;;;;0;;;;5748;ЛОЖЬ;0;None;;;;;;0=OVERRIDE;0=OVERRIDE;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL172;;COM;2100;A_2000;BURNER 72 FLAME OUT;No;ЛОЖЬ;ЛОЖЬ;;325;;;;;;;0;;;;524;ИСТИНА;8435;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;316_2;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;316;;;;;;;;100 ms;5;;2780;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;402_303_8;;;2000;;INHIBIT FLAME ON;;ЛОЖЬ;ЛОЖЬ;;303;;;;;;;0;;;;3774;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C746_2_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1305;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;582_3;;;2200;P-2005S;;;ЛОЖЬ;ЛОЖЬ;;582;;;;;;;;100 ms;10;;372;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;752_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;752;;;;;;;0;;;;1191;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA204A_PA;;COM;2000;A_2000;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;635;;;;;;;0;;;;1902;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C599_4_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;599;;;;;;;0;;;;5935;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;257_2;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;257;;;;;;;;100 ms;5;;1240;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;22TI401AB_HH;;COM;2200;;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;647;;Float;;;;;0;;;;408;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;21BI155;;FLD;2100;A_2000;BURNER N° 55;Yes;ИСТИНА;ЛОЖЬ;;308;ИСТИНА;Float;4-20mA;0;100;%;;;;;784;ЛОЖЬ;9722;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;05.07;9;10;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C310_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;3807;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C572_1_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;572;;;;;;;0;;;;2451;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH081C_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;1396;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;556_1;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;556;;;;;;;0;;;;1610;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH062XY_MOC;;COM;2000;P-2005;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;532;;;;;;;0;;;;2735;ИСТИНА;8443;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL204B_ON;;FSC;2000;A_2000;P-2012/S EMERG. SD;No;ЛОЖЬ;ЛОЖЬ;;635;;;;;;;0;;;;2326;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_001_5;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C265_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;265;;;;;;;0;;;;4443;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;318_448_3;;;2000;;21BALL165_I;;ЛОЖЬ;ЛОЖЬ;;448;;;;;;;0;;;;877;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C509_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;6130;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;692_8;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;692;;;;;;;;100 ms;5;;540;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;268_440_3;;;2000;;21BALL115_I;;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;0;;;;217;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;5-RepairTimer_CP2;;SYS;;;Repair time CP2;Yes;ЛОЖЬ;;;16;;Word;;;;;;;;;14;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI181_TF;;COM;2200;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;640;;;;;;;0;;;;1897;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;542_574_3;;;2200;P-2005;22VSHH067XY;;ЛОЖЬ;ЛОЖЬ;;574;;;;;;;0;;;;298;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;618_151_2;;;2200;P-2005S;22ZSHH025_MO;;ЛОЖЬ;ЛОЖЬ;;151;;;;;;;0;;;;4092;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C642_3_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;642;;;;;;;0;;;;4237;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C678_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;678;;;;;;;0;;;;2077;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;271_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;271;;;;;;;0;;;;4596;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;21BI124;;FLD;2100;A_2000;BURNER N° 24;Yes;ИСТИНА;ЛОЖЬ;;277;ИСТИНА;Float;4-20mA;0;100;%;;;;;648;ЛОЖЬ;9723;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;05.07;5;10;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY267_F;;COM;2000;A_2000;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1302;;;;;;;0;;;;2223;ИСТИНА;8437;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;562_1;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;562;;;;;;;0;;;;2958;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XA117_SO;;COM;2000;H-2001;CAUSE OVERRIDE;No;ЛОЖЬ;ЛОЖЬ;;402;;;;;;;0;;;;2569;ИСТИНА;9815;None;;;;;;1=OVERRIDE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;328_6;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;328;;;;;;;;100 ms;5;;152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C580_1_B;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;580;;;;;;;0;;;;3415;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI134_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;287;;Float;;;;;0;;;;1124;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY232_ESD;;COM;;;20XY232 FOR HMI;No;ЛОЖЬ;ЛОЖЬ;;772;;;;;;;0;;;;6513;ИСТИНА;8456;None;;;;;;1=TRIP;1=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;365_1;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;365;;;;;;;;1 s;120;;112;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;770_774_2;;;;;OOS 21XV400;;ЛОЖЬ;ЛОЖЬ;;774;;;;;;;0;;;;6519;ЛОЖЬ;0;;;;;;;1=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL103;;COM;2100;A_2000;BURNER 3 FLAME OUT;No;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;187;ИСТИНА;8439;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1340_2;;;2200;P-2051;;;ЛОЖЬ;ЛОЖЬ;;1340;;;;;;;0;;;;2550;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS733;;COM;2000;A_2000;20-I-033 RESET;No;ИСТИНА;ИСТИНА;;666;;;;;;;0;;;;5534;ИСТИНА;8440;None;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL156;;COM;2100;A_2000;BURNER 56 FLAME OUT;No;ЛОЖЬ;ЛОЖЬ;;309;;;;;;;0;;;;661;ИСТИНА;8441;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
