PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4
DO;86GT008_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;0;;;;522;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;531
M;C252_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;1029;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C114_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;114;;;;;;;0;;;;1230;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;86GT003_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;230;;;;;;;0;;;;300;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;507
M;C216_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;1085;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C2465_7;;;;;Compiler marker (176, 193);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;207;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
AI;86GT007;;FLD;;;Leakoff of combustible gas at oil separator;Yes;ИСТИНА;ЛОЖЬ;;234;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;24;ЛОЖЬ;59004;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;43.03;3;7;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;11049
M;238_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;238;;;;;;;0;;;;452;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;132_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;132;;;;;;;;100 ms;10;;60;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;20_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;20;;;;;;;;100 ms;30;;156;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;124_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;124;;;;;;;0;;;;143;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2465_A;;;;;In 1 (0=Alarm);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;114;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;128_145_1;;;;;86XA191J_FL;;ЛОЖЬ;ЛОЖЬ;;145;;;;;;;0;;;;139;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;112_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;112;;;;;;;0;;;;1014;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C2465_6;;;;;Compiler marker (176, 241);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;205;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2470_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;46;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
DO;86HS191L_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;132;;;;;;;0;;;;385;ИСТИНА;59093;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;588
M;124_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;124;;;;;;;0;;;;555;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;134_146_1;;;;;86XA191M_FL;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;167;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C252_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;1028;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;126_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;554;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;112_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;112;;;;;;;0;;;;561;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C132_7_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;132;;;;;;;0;;;;1165;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C214_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;1099;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;86HS191O_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;138;;;;;;;0;;;;396;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;599
M;252_254_3;;;;;86GA009_FL;;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;484;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;252_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;;100 ms;10;;144;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;86HS191A_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;334;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;542
M;132_145_1;;;;;86XA191L_FL;;ЛОЖЬ;ЛОЖЬ;;145;;;;;;;0;;;;228;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C112_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;112;;;;;;;0;;;;1240;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;100_124_2;;;;;86HS126;;ЛОЖЬ;ЛОЖЬ;;124;;;;;;;0;;;;406;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
BO;IB861_FGS1_MINUTE;;COM;862-34;;MINUTE;No;ЛОЖЬ;ЛОЖЬ;;24;;Byte;;;;;0;;;;33;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;11038
M;C232_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;232;;;;;;;0;;;;1061;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;220_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;276;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;86XA191D;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;116;;;;;;;1;;;;349;ИСТИНА;59078;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;557
M;C234_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;234;;;;;;;0;;;;1052;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;138_145_1;;;;;86XA191O_FL;;ЛОЖЬ;ЛОЖЬ;;145;;;;;;;0;;;;191;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;126_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;485;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
AI;86HS191K;;FLD;;;Manual annuncuator. Button 86HS191K.;Yes;ИСТИНА;ЛОЖЬ;;130;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;108;ЛОЖЬ;59005;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;43.03;13;11;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;11129
M;C126_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;1183;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C252_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;1024;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
BI;43-DayOfTheWeek;;SYS;;;Day of the week;No;ЛОЖЬ;;;0;;Byte;;;;;;;;;4;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C210_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;1118;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C218_3;;;;;Compiler marker (256, 91);;ЛОЖЬ;ЛОЖЬ;;218;;;;;;;0;;;;1079;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
BI;43-Second;;SYS;;;Second;No;ЛОЖЬ;;;24;;Byte;;;;;;;;;7;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;86XA191B;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;112;;;;;;;1;;;;341;ИСТИНА;59074;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;549
DI;43-TempH_Alarm;;SYS;;;Temp high alarm;Yes;ЛОЖЬ;;;21;;;;;;;;;;;3;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;487
M;C212_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;212;;;;;;;0;;;;1103;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43-InputCompare;;SYS;;;Input compare fault;Yes;ЛОЖЬ;;;21;;;;;;;;;;;34;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;469
M;C2465_1;;;;;Compiler marker (176, 49);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;140;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C216_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;1082;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C2475_1;;;;;Compiler marker (168, 157);;ЛОЖЬ;ЛОЖЬ;;2475;;;;;;;0;;;;137;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C218_1;;;;;Compiler marker (256, 55);;ЛОЖЬ;ЛОЖЬ;;218;;;;;;;0;;;;1077;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;86XA141;;FLD;;;ЛВГ siren (ext. installation );Yes;ИСТИНА;ЛОЖЬ;;220;;;;;;;0;;;;11;ИСТИНА;59006;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;43.03;7;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;452
DI;43-CP1_Running;;SYS;;;CP 1 running;Yes;ЛОЖЬ;;;20;;;;;;;;;;;18;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;459
T;130_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;130;;;;;;;;100 ms;10;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C110_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;1249;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C136_7_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;136;;;;;;;0;;;;1149;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;114_150_2;;;;;86HS191C_RR;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;279;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;214_218_3;;;;;86GA005_FL;;ЛОЖЬ;ЛОЖЬ;;218;;;;;;;0;;;;148;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2475_C;;;;;ACK BUTTON;;ЛОЖЬ;ЛОЖЬ;;2475;;;;;;;0;;;;109;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;116_150_2;;;;;86HS191D_RR;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;180;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2490_C;;;;;Ready to Reset (1=Ready);;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;101;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;IB861_FGS_CF;;COM;;;CONTROLLER FGS_861_1 FAULT;No;ИСТИНА;ЛОЖЬ;;20;;;;;;;0;;;;71;ЛОЖЬ;59110;None;;;;;;0=FAULT;0=FAULT;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;429
BO;IB861_FGS1_T2;;COM;862-34;;TEMPERATURE CP2;No;ЛОЖЬ;ЛОЖЬ;;21;;Word;;;;;0;;;;26;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_861_1;11031
M;C232_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;232;;;;;;;0;;;;1057;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
