PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7
M;C512_6_C;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;512;;;;;;;0;;;;6993;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1210_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1210;;;;;;;0;;;;5303;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;814_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;814;;;;;;;0;;;;5111;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1704_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1704;;;;;;;0;;;;2585;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C770_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;770;;;;;;;0;;;;8758;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58HS091F;;COM;;;MOS for 58XY091;No;ЛОЖЬ;ИСТИНА;;348;;;;;;;0;;;;11268;ЛОЖЬ;0;None;;;;;;1=cmdMOS;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_001_2;405;;;;;;;;;;;;;;;;
M;C446_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;446;;;;;;;0;;;;9799;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS496A_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1026;;;;;;;0;;;;5196;ИСТИНА;45461;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2389;;;;;;;;;;;;;;;;
DO;20HS851E_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;1036;;;;;;;0;;;;6114;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2446;;;;;;;;;;;;;;;;
M;C128_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;128;;;;;;;0;;;;10781;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;508_688_3;;;;;20YT246_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;688;;;;;;;0;;;;3487;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C472_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;472;;;;;;;0;;;;9655;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1824_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1824;;;;;;;0;;;;4227;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;492_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;492;;;;;;;0;;;;513;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;920_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;7582;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C546_1_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;9323;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1806_1810_2;;;;;20XA556_FL_2;;ЛОЖЬ;ЛОЖЬ;;1810;;;;;;;0;;;;4597;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C730_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;730;;;;;;;0;;;;8975;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1324_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;4706;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS862C;;FLD;;;TEST HORNS AND BEACONS (FIRE) IN SECT 2000-1;No;ИСТИНА;ЛОЖЬ;;100;;;;;;;;;;;251;ИСТИНА;44644;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;32.06;3;4;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;532;;;;;;;;;;;;;;;;
AI;20YT212;;FLD;;;T-2009;Yes;ИСТИНА;ЛОЖЬ;;440;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;932;ЛОЖЬ;44645;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;32.04;13;13;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;11905;;;;;;;;;;;;;;;;
DO;20YT421_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;270;;;;;;;0;;;;1075;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1250;;;;;;;;;;;;;;;;
M;C1414_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1414;;;;;;;0;;;;4657;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C780_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;780;;;;;;;0;;;;8695;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;130_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;130;;;;;;;0;;;;255;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1514_3_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1514;;;;;;;0;;;;3822;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58HS089A_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;588;;;;;;;0;;;;5864;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1787;;;;;;;;;;;;;;;;
M;C2480_12;;;;;Compiler marker (461, 282);;ЛОЖЬ;ЛОЖЬ;;2480;;;;;;;0;;;;734;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;280_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;;100 ms;10;;172;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS853A_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;890;;;;;;;0;;;;11101;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_001_2;238;;;;;;;;;;;;;;;;
M;712_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;712;;;;;;;0;;;;545;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C594_1_O;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;594;;;;;;;0;;;;9154;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY878F;;FLD;;;CH-20-1 HV-1 SHUTDOWN;Yes;ИСТИНА;ЛОЖЬ;;1058;;;;;;;0;;;;443;ИСТИНА;45674;None;;;;;;1=ON;;;;;;;Undefined;;;;32.12;7;4;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;478;;;;;;;;;;;;;;;;
M;2302_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2302;;;;;;;0;;;;5523;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20HS506;;FLD;;;NEXT PH-20-4;Yes;ИСТИНА;ЛОЖЬ;;414;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;112;ЛОЖЬ;44647;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;32.03;5;12;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;11133;;;;;;;;;;;;;;;;
M;604_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;604;;;;;;;0;;;;6647;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58HS024E_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;566;;;;;;;0;;;;6387;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1769;;;;;;;;;;;;;;;;
DI;20YT605_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;132;;;;;;;0;;;;10875;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_001_2;12;;;;;;;;;;;;;;;;
M;486_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;486;;;;;;;0;;;;504;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;212_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;212;;;;;;;0;;;;267;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_2.20XZLC552A;;FSC;;;SCV closed-FDAP-C,F lamp;Yes;ЛОЖЬ;ЛОЖЬ;;1748;;;;;;;0;;;;4158;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_001_2;168;;;;;;;;
M;400_442_4;;;;;20HS864H;;ЛОЖЬ;ЛОЖЬ;;442;;;;;;;0;;;;2038;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20YA011;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;750;;;;;;;1;;;;1543;ИСТИНА;45287;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2046;;;;;;;;;;;;;;;;
M;C842_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;842;;;;;;;0;;;;8443;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;882_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;882;;;;;;;0;;;;1663;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;896_29;;;;;;;ЛОЖЬ;ЛОЖЬ;;896;;;;;;;0;;;;6078;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1118_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1118;;;;;;;0;;;;7748;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA493E;;COM;;;LP DV test act.-signal to DCS;No;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;1;;;;4893;ИСТИНА;44491;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1391;;;;;;;;;;;;;;;;
M;890_984_4;;;;;20HS853A_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;984;;;;;;;0;;;;5653;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;126_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;250;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20YT609_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1018;;;;;;;0;;;;1700;ИСТИНА;45457;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2385;;;;;;;;;;;;;;;;
M;200_280_8;;;;;20HS863H;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;2014;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C220_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;10679;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1724_1734_3;;;;;20HS553A_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;1734;;;;;;;0;;;;4448;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;934_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;934;;;;;;;0;;;;5151;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C498_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;498;;;;;;;0;;;;9515;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;520_690_2;;;;;58PSH140_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;690;;;;;;;0;;;;4125;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2482_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;2482;;;;;;;0;;;;88;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1014_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1014;;;;;;;0;;;;1825;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;200_222_2;;;;;20HS863H;;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;1931;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;128_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;128;;;;;;;0;;;;7338;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;138_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;138;;;;;;;;100 ms;10;;1656;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1324_1350_4;;;;;20HS491E_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;1350;;;;;;;0;;;;7776;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS513_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;872;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1021;;;;;;;;;;;;;;;;
DO;58HS089E_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;590;;;;;;;0;;;;5870;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1793;;;;;;;;;;;;;;;;
M;511_546_1;;;;;20YT221/222/223_FL;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;5609;ЛОЖЬ;0;;;;;;;0=cmdOPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA944R;;FLD;;;ENTRY TO ESCAPE WAY;Yes;ИСТИНА;ЛОЖЬ;;672;;;;;;;0;;;;143;ИСТИНА;44649;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;32.15;5;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;848;;;;;;;;;;;;;;;;
M;C1326_7_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1326;;;;;;;0;;;;4694;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;588_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;588;;;;;;;0;;;;6537;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;292_299_4;;;;;20YT432_FL;;ЛОЖЬ;ЛОЖЬ;;299;;;;;;;0;;;;5556;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS523_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1013;;;;;;;0;;;;7700;ИСТИНА;45678;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2852;;;;;;;;;;;;;;;;
DI;20XZSC552;;MCC;;;STEAM CURTAIN FOR H-2003;Yes;ИСТИНА;ЛОЖЬ;;1748;;;;;;;;;;;49;ЛОЖЬ;44650;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;32.05;9;10;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;442;;;;;;;;;;;;;;;;
M;282_390_3;;;;;20YT427_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;390;;;;;;;0;;;;3262;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS521_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;222;;;;;;;0;;;;10884;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_001_2;21;;;;;;;;;;;;;;;;
M;1214_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1214;;;;;;;0;;;;7075;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;470_686_3;;;;;20YT227_M0C_FL;;ЛОЖЬ;ЛОЖЬ;;686;;;;;;;0;;;;3468;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2482_B;;;;;Field button (0=cmdOPEN);;ЛОЖЬ;ЛОЖЬ;;2482;;;;;;;0;;;;78;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS476B_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;810;;;;;;;0;;;;5914;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2150;;;;;;;;;;;;;;;;
DO;20YT242_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;0;;;;1373;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1686;;;;;;;;;;;;;;;;
M;C252_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;10524;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C750_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;750;;;;;;;0;;;;8860;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C872_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;872;;;;;;;0;;;;8339;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1414_1420_1;;;;;58YA005_FL;;ЛОЖЬ;ЛОЖЬ;;1420;;;;;;;0;;;;3023;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS495E_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;5709;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1316;;;;;;;;;;;;;;;;
