PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
M;1419_7;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1419;;;;;;;0;;;;6324;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;294_202_1;;;5500;;55TT953;;ЛОЖЬ;ЛОЖЬ;;202;;;;;;;0;;;;415;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60VSHH803AB_MOC;;COM;6000;A_6000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;540;;;;;;;0;;;;8681;ИСТИНА;28364;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1530
M;C1417_1_3;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1417;;;;;;;0;;;;8205;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;641_2;;;;;;;ЛОЖЬ;ИСТИНА;;641;;;;;;;;1 s;0;;32;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;723_721_3;;;6000;;Abort Back;;ЛОЖЬ;ЛОЖЬ;;721;;;;;;;0;;;;2438;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60PALL317_CA;;COM;6000;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;378;;;;;;;0;;;;8851;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1705
T;1167_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;1167;;;;;;;;1 s;0;;1276;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1041_1043_7;;;;;Step 4.3.1-PILOT1;;ЛОЖЬ;ЛОЖЬ;;1043;;;;;;;0;;;;6312;ЛОЖЬ;0;;;;;;;1=START;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1649_4;;;;H-6052;;;ЛОЖЬ;ЛОЖЬ;;1649;;;;;;;0;;;;8391;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C437_5_C;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;437;;;;;;;0;;;;9252;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;566_1618_2;;;6000;;60TAHH870C/870C1_I;;ЛОЖЬ;ЛОЖЬ;;1618;;;;;;;0;;;;7489;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1191_1_N;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1191;;;;;;;0;;;;6817;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;951_949_3;;;6000;;Abort Back;;ЛОЖЬ;ЛОЖЬ;;949;;;;;;;0;;;;4721;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XY046_CL;;COM;6000;;;No;ЛОЖЬ;ЛОЖЬ;;1446;;;;;;;0;;;;8158;ЛОЖЬ;0;None;;;;;;0=CLOSE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1633
T;699_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;699;;;;;;;;1 s;0;;460;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C439_2_E;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;439;;;;;;;0;;;;9244;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XL708KA;;PNL;6000;A_6000;ESD MOS EN A C6001A;Yes;ИСТИНА;ЛОЖЬ;;129;;;;;;;0;;;;398;ИСТИНА;28199;None;;;;;;1=LAMP ON;;;;;;;Undefined;;;;15.09;5;7;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1782
DO;55TI953A_TF;;COM;5500;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;294;;;;;;;0;;;;1089;ИСТИНА;29143;None;;;;;;0=FAIL;0=FAIL;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1866
M;667_1626_8;;;;;60HS903;;ИСТИНА;ЛОЖЬ;;1626;;;;;;;0;;;;8478;ЛОЖЬ;29140;;;;;;;1=IGNITION;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;450_6;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;;100 ms;5;;2160;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;705_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;705;;;;;;;;1 s;0;;472;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;771_773_6;;;6000;;RESET;;ЛОЖЬ;ЛОЖЬ;;773;;;;;;;0;;;;2535;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2457_A;;;;;INPUT 1;;ЛОЖЬ;ЛОЖЬ;;2457;;Float;;;;;0;;;;134;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C327_3_E;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;327;;;;;;;0;;;;9420;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;55TAHH953_CA;;COM;5500;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;294;;;;;;;0;;;;425;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;501
M;919_2;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;919;;;;;;;0;;;;4917;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;651_653_2;;;;;Fail Step Num;;ЛОЖЬ;ЛОЖЬ;;653;;Float;;;;;0;;;;808;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1464_1_1;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1464;;;;;;;0;;;;6583;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;799_406_3;;;;;REMOVE_OVERRIDE;;ЛОЖЬ;ЛОЖЬ;;406;;;;;;;0;;;;8176;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;933_935_2;;;6000;;Fail Step Num;;ЛОЖЬ;ЛОЖЬ;;935;;Float;;;;;0;;;;3638;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1165_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1165;;;;;;;0;;;;6417;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60HS414_RST;;COM;;;;No;ЛОЖЬ;ИСТИНА;;797;;;;;;;0;;;;3911;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_551_1;173
M;1463_1029_1;;;6000;;60XV063_CMD;;ЛОЖЬ;ЛОЖЬ;;1029;;;;;;;0;;;;6298;ЛОЖЬ;0;;;;;;;1=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C697_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;697;;;;;;;0;;;;2524;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60XZSC062_P;;COM;6000;;PA to pilot burner No1 of H-6052;No;ЛОЖЬ;ИСТИНА;;1462;;;;;;;0;;;;5447;ЛОЖЬ;0;None;;;;;;1=CLOSE;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;CC_UCB_3;ESD_551_1;168;;;;;;;;;;;;;;;;
M;554_210_1;;;6000;;60PDT861;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;1477;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;951_953_7;;;6000;;Step 5.11.1-NO;;ЛОЖЬ;ЛОЖЬ;;953;;;;;;;0;;;;4416;ЛОЖЬ;0;;;;;;;ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;863_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;863;;;;;;;0;;;;2906;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60LI323_MOR;;COM;6000;A_6000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;382;;;;;;;0;;;;3813;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_551_1;69
M;C314_3_E;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;314;;;;;;;0;;;;9458;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1406_10;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1406;;;;;;;0;;;;3490;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1175_1177_5;;;;;Elapsed Time;;ЛОЖЬ;ЛОЖЬ;;1177;;Float;;;;;0;;;;6054;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C252_4_C;;;5500;5500;Function block marker;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;9534;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60PAHH367_FU;;COM;6000;A_6000;FG THE M-BURN NO2 H6052;No;ИСТИНА;ЛОЖЬ;;1649;;;;;;;0;;;;8414;ИСТИНА;29500;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1654
M;C649_1_N;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;649;;;;;;;0;;;;2768;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60FI128_MOR;;COM;6000;A_6000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;338;;;;;;;0;;;;3772;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_551_1;28
M;1631_5;;;;H-6001;;;ЛОЖЬ;ЛОЖЬ;;1631;;;;;;;0;;;;8442;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;996_999_5;;;;;60HS910B_I;;ЛОЖЬ;ЛОЖЬ;;999;;;;;;;0;;;;5164;ЛОЖЬ;0;;;;;;;1=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C322_2_F;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;322;;;;;;;0;;;;9429;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2496_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;2496;;;;;;;0;;;;1985;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;953_955_5;;;6000;;Elapsed Time;;ЛОЖЬ;ЛОЖЬ;;955;;Float;;;;;0;;;;3282;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;777_779_6;;;6000;;RESET;;ЛОЖЬ;ЛОЖЬ;;779;;;;;;;0;;;;2550;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1047_1045_3;;;;;Abort Back;;ЛОЖЬ;ЛОЖЬ;;1045;;;;;;;0;;;;5869;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60PAHH372_FU;;COM;6000;A_6000;FG THE M-BURN NO3 H6052;No;ИСТИНА;ЛОЖЬ;;1650;;;;;;;0;;;;8417;ИСТИНА;29503;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1657
M;1141_1143_1;;;;;Step 4.3.6.;;ЛОЖЬ;ЛОЖЬ;;1143;;;;;;;0;;;;5675;ЛОЖЬ;0;;;;;;;1=COMPLETED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;584_3;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;584;;;;;;;0;;;;2953;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;55LI126_MOC;;COM;5500;A_5500;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;270;ИСТИНА;29196;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;460
M;C1645_1_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1645;;;;;;;0;;;;8375;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;55LALL125;;COM;5500;A_5500;REFLUX COL V5504 GEN SEC;No;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;254;ИСТИНА;29197;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;438
M;260_200_3;;;5500;;55LT117;;ЛОЖЬ;ЛОЖЬ;;200;;;;;;;0;;;;286;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;545_526_1;;;6000;;60XS822;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;493;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XA009;;COM;6000;;;No;ЛОЖЬ;ЛОЖЬ;;1409;;;;;;;0;;;;7207;ИСТИНА;29305;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1018
M;1021_1030_7;;;;;H-6052;;ЛОЖЬ;ЛОЖЬ;;1030;;;;;;;0;;;;6552;ЛОЖЬ;0;;;;;;;1=PURGE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60XZSC063_P;;COM;6000;;PA to pilot burner No2 of H-6052;No;ЛОЖЬ;ИСТИНА;;1463;;;;;;;0;;;;5449;ЛОЖЬ;0;None;;;;;;1=CLOSE;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;CC_UCB_3;ESD_551_1;170;;;;;;;;;;;;;;;;
M;C621_1;;;;;Compiler marker (192, 120);;ЛОЖЬ;ЛОЖЬ;;621;;;;;;;0;;;;5219;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;745_1472_7;;;6000;;Step 5.9;;ЛОЖЬ;ЛОЖЬ;;1472;;;;;;;0;;;;3507;ЛОЖЬ;0;;;;;;;1=CLOSE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;60PI814;;FLD;6000;A_6000;C6001A STAGE 1 INLET;Yes;ИСТИНА;ЛОЖЬ;;518;ИСТИНА;Float;4-20mA;-100;150;KPag;;;;;484;ЛОЖЬ;28653;;None;None;None;None;;;;-162.5;-162.5;;;;-XXXXX.X;3.64;22;;15.05;5;3;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;10155
M;C320_2_F;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;320;;;;;;;0;;;;9435;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1626_6;;;;C-6001B;;;ЛОЖЬ;ЛОЖЬ;;1626;;;;;;;0;;;;7597;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;445_218_1;;;6000;;60TT338;;ЛОЖЬ;ЛОЖЬ;;218;;;;;;;0;;;;8924;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C833_1_I;;;;;Function block register;;ЛОЖЬ;ЛОЖЬ;;833;;Float;;;;;0;;;;4990;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;534_6;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;534;;;;;;;0;;;;1064;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C923_1_I;;;6000;6000;Function block register;;ЛОЖЬ;ЛОЖЬ;;923;;Float;;;;;0;;;;4450;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1637_1_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1637;;;;;;;0;;;;8527;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;963_2;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;963;;;;;;;0;;;;4419;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;655_657_1;;;;;Step 3.8.1.1. Completed;;ЛОЖЬ;ЛОЖЬ;;657;;;;;;;0;;;;2113;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;578_1620_1;;;6000;;60VAHH854A_I;;ЛОЖЬ;ЛОЖЬ;;1620;;;;;;;0;;;;7498;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1633_1636_1;;;;H-6001;COMMON TRIP H6001;;ЛОЖЬ;ЛОЖЬ;;1636;;;;;;;0;;;;8512;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C779_1_L;;;6000;6000;Function block register;;ЛОЖЬ;ЛОЖЬ;;779;;Float;;;;;0;;;;1868;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1030_1031_5;;;;;Elapsed Time;;ЛОЖЬ;ЛОЖЬ;;1031;;Float;;;;;0;;;;7466;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
