PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18;ComAllocationType19;Master19;Slave19;PLCAddress19;ComAllocationType20;Master20;Slave20;PLCAddress20;ComAllocationType21;Master21;Slave21;PLCAddress21;ComAllocationType22;Master22;Slave22;PLCAddress22;ComAllocationType23;Master23;Slave23;PLCAddress23;ComAllocationType24;Master24;Slave24;PLCAddress24;ComAllocationType25;Master25;Slave25;PLCAddress25;ComAllocationType26;Master26;Slave26;PLCAddress26;ComAllocationType27;Master27;Slave27;PLCAddress27;ComAllocationType28;Master28;Slave28;PLCAddress28
M;21_238_7;;;;;02-01 - ESD001_2;;ЛОЖЬ;ЛОЖЬ;;238;;;;;;;0;;;;618;ЛОЖЬ;0;;;;;;;Blink on Failure;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL990EB;;PNL;2000;A_2000;MOS ACT/REL AREA AH-20-1;Yes;ЛОЖЬ;ЛОЖЬ;;59;;;;;;;0;;;;225;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;13;10;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41XL738_ON;;FSC;4100;A_4100;OOS FSLL213;No;ЛОЖЬ;ЛОЖЬ;;281;;;;;;;0;;;;1865;ЛОЖЬ;0;None;;;;;;1=INDICATING;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_411_1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;87_101_2;;;;;20HS846C;;ЛОЖЬ;ЛОЖЬ;;101;;;;;;;0;;;;584;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51XL027;;PNL;5100;A_5100;C-5140S EMERG. SD;Yes;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;361;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;13;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;30HS706B;;PNL;3000;A_3000;MOS RELEASE AREA 3000;Yes;ЛОЖЬ;ЛОЖЬ;;43;;;;;;;;;;;41;ЛОЖЬ;0;None;;;;;;0=RELEASE;;;;;;;Undefined;491;3428;;01.03;5;2;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;01_06_SNESD_FLT;;FSC;2000;S_B00_1;ESD_001_1-ESD_001_6;No;ЛОЖЬ;ЛОЖЬ;;19;;;;;;;0;;;;610;ЛОЖЬ;0;None;;;;;;0=FAULT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_001_6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;21_264_14;;;;;02-01 - ESD001_2;;ЛОЖЬ;ЛОЖЬ;;264;;;;;;;0;;;;755;ЛОЖЬ;0;;;;;;;Blink on Failure;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL092;;PNL;2000;A_2000;ED FROM V-2007;Yes;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;170;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;5;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL072;;PNL;2000;A_2000;ED FROM V-2012;Yes;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;0;;;;267;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;1;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL159;;PNL;2000;A_2000;ED FROM V-2014;Yes;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;257;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;1;10;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;22_283_8;;;;;11-01 - ESD411_1;;ЛОЖЬ;ЛОЖЬ;;283;;;;;;;0;;;;52;ЛОЖЬ;0;;;;;;;Blink on Failure;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA388A;;PNL;2000;A_2000;H-2006 EMERG. SD;Yes;ЛОЖЬ;ЛОЖЬ;;226;;;;;;;0;;;;189;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;7;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;03_01_SNESD_FLT;;FSC;;;;No;ЛОЖЬ;ЛОЖЬ;;21;;;;;;;0;;;;2257;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_3;33;;;;
M;87_281_3;;;;;20HS846C;;ЛОЖЬ;ЛОЖЬ;;281;;;;;;;0;;;;46;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41XL156B_ON;;FSC;4100;A_4100;H4101B REFORM EMERG.SD;No;ЛОЖЬ;ЛОЖЬ;;282;;;;;;;0;;;;1856;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_411_1;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS265C2;;PNL;4100;A_4100;MOS RELEASE AREA C-4103;Yes;ЛОЖЬ;ЛОЖЬ;;87;;;;;;;;;;;123;ЛОЖЬ;0;None;;;;;;0=RELEASE;;;;;;;Undefined;491;3428;;01.03;15;4;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;10HS600A;;PNL;1000;A_1000;MOS ENABLE AREA H-1001A;Yes;ЛОЖЬ;ЛОЖЬ;;31;;;;;;;;;;;24;ЛОЖЬ;0;None;;;;;;1=ENABLE;;;;;;;Undefined;491;3428;;01.03;3;1;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL990PB;;PNL;2000;A_2000;MOS ACT/REL AREA H-2005A;Yes;ЛОЖЬ;ЛОЖЬ;;77;;;;;;;0;;;;253;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;15;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS990N1;;PNL;2000;A_2000;MOS ENABLE AREA H-2004;Yes;ЛОЖЬ;ЛОЖЬ;;75;;;;;;;;;;;86;ЛОЖЬ;0;None;;;;;;1=ENABLE;;;;;;;Undefined;491;3428;;01.03;11;15;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL990DB_ON_07;;FSC;4100;;ESD MOS ACT AREA 2000-4;No;ЛОЖЬ;ЛОЖЬ;;57;;;;;;;0;;;;2135;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;51XL057_ON;;FSC;5100;A_5100;GROUP SHUTDOWN;No;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;2044;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;ESD_001_1;ESD_511_1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;42XL113BB_ON_12;;FSC;4200;A_4200;ESD MOS ACT AREA C-4202;No;ЛОЖЬ;ЛОЖЬ;;101;;;;;;;0;;;;2809;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_411_2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;105_109_1;;;;;20HS846D;;ЛОЖЬ;ЛОЖЬ;;109;;;;;;;0;;;;753;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL990FB;;PNL;2000;A_2000;MOS ACT/REL AREA CH-20-1;Yes;ЛОЖЬ;ЛОЖЬ;;61;;;;;;;0;;;;201;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;9;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;22_282_7;;;;;12-01 - ESD411_2;;ЛОЖЬ;ЛОЖЬ;;282;;;;;;;0;;;;760;ЛОЖЬ;0;;;;;;;Blink on Failure;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;52XL925KB_ON_14;;FSC;5200;A_5200;ESD MOS ACT AREA 5200;No;ЛОЖЬ;ЛОЖЬ;;111;;;;;;;0;;;;2039;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;ESD_001_1;ESD_511_1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43XL900B;;PNL;4300;A_43011;MOS ACT/REL AREA 430-11;Yes;ЛОЖЬ;ЛОЖЬ;;45;;;;;;;0;;;;89;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;11;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;42HS113A_EN;;FSC;4200;A_4200;ESD MOS EN AREA C-4201;No;ЛОЖЬ;ЛОЖЬ;;99;;;;;;;0;;;;601;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_411_2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL428A_ON;;FSC;2000;A_2000;ACTIVATION EM BLOCK 4;No;ЛОЖЬ;ЛОЖЬ;;230;;;;;;;0;;;;1950;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_5;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL434A6_ON;;FSC;;;20XV434A CLOSE;No;ЛОЖЬ;ЛОЖЬ;;232;;;;;;;0;;;;847;ЛОЖЬ;0;None;;;;;;1=LAMP ON;1=LAMP ON;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_8;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21XA202_ON;;FSC;2100;A_2000;FIRE ALARM IN CR;No;ЛОЖЬ;ЛОЖЬ;;236;;;;;;;0;;;;2528;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_6;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;61_69_1;;;;;20HS846B_1;;ЛОЖЬ;ЛОЖЬ;;69;;;;;;;0;;;;692;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;42HS113A2;;PNL;4200;A_4200;MOS RELEASE AREA C-4201;Yes;ЛОЖЬ;ЛОЖЬ;;99;;;;;;;;;;;137;ЛОЖЬ;0;None;;;;;;0=RELEASE;;;;;;;Undefined;491;3428;;01.04;1;2;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;31_208_3;;;;;20HS846A;;ЛОЖЬ;ЛОЖЬ;;208;;;;;;;0;;;;976;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL016B;;PNL;2000;A_2000;C-2003B SHUTDOWN;Yes;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;138;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;1;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL104;;PNL;2000;A_2000;ED FROM V-2002;Yes;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;184;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;7;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XAPAN_TF_SM06_01;;FSC;2000;H-2001;PAN_FAULT;Yes;ЛОЖЬ;ЛОЖЬ;;24;;;;;;;0;;;;2533;ЛОЖЬ;0;None;;;;;;1=FAULT;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_6;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XL027;;PNL;5200;A_5200;GROUP SHUTDOWN;Yes;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;382;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;15;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;CB001_ESD1_MONTH;;COM;;;MONTH;No;ЛОЖЬ;ЛОЖЬ;;15;;Byte;;;;;0;;;;58;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;10070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL265DB;;PNL;4100;A_4100;MOS ACT/REL AREA H-4101A;Yes;ЛОЖЬ;ЛОЖЬ;;93;;;;;;;0;;;;317;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;7;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;CB001_ESD1_HOUR;;COM;;;HOUR;No;ЛОЖЬ;ЛОЖЬ;;15;;Byte;;;;;0;;;;60;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;10072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL421A_ON;;FSC;2000;A_2000;ACTIVATION EM BLOCK 6;No;ЛОЖЬ;ЛОЖЬ;;228;;;;;;;0;;;;1948;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XA633;;PNL;2100;A_2000;INTERNAL FIRE ALARM;Yes;ЛОЖЬ;ЛОЖЬ;;238;;;;;;;0;;;;210;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;11;11;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL279A_ON;;FSC;2000;H-2005A;EMERGENCY SHT.VLV. TO OPEN;No;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;1771;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_2;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;42XL015B_ON;;FSC;4200;A_4200;C-4201 EMERG. SD;No;ЛОЖЬ;ЛОЖЬ;;282;;;;;;;0;;;;2811;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_411_2;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
