PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9
M;C1352_4_G;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1352;;;;;;;0;;;;6325;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;988_4;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;988;;;;;;;0;;;;1561;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;852_480_1;;;;;41TAHH079_I;;ЛОЖЬ;ЛОЖЬ;;480;;;;;;;0;;;;326;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HA068G_PA;;COM;4100;A_4100;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;764;;;;;;;0;;;;1216;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;603;;;;;;;;;;;;
M;854_482_1;;;;;41TAHH081_I;;ЛОЖЬ;ЛОЖЬ;;482;;;;;;;0;;;;2534;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C481_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;481;;;;;;;0;;;;6660;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XA734D;;COM;4100;A_4100;FUEL GAS LINE T.T.;No;ИСТИНА;ЛОЖЬ;;578;;;;;;;0;;;;4082;ИСТИНА;22338;None;;;;;;1=COMPLETED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1695;;;;;;;;;;;;
M;252_182_4;;;4100;;41PT978;;ЛОЖЬ;ЛОЖЬ;;182;;;;;;;0;;;;6883;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;524_532_2;;;4100;H-4101AB;41-I-121SD_I;;ЛОЖЬ;ЛОЖЬ;;532;;;;;;;0;;;;1456;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1119_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1119;;;;;;;;1 s;0;;232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41BI707_MOC;;COM;4100;H-4101;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;418;;;;;;;0;;;;5072;ИСТИНА;20839;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1915;;;;;;;;;;;;
M;332_152_2;;;4100;;41PI709;;ЛОЖЬ;ЛОЖЬ;;152;;;;;;;0;;;;6763;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PALL186_CA;;COM;4100;H-4101;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;404;;;;;;;0;;;;2024;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1952;;;;;;;;;;;;
DO;41ZSHH740_PA;;COM;4100;A_C4103;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;272;;;;;;;0;;;;195;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1335;;;;;;;;;;;;
DI;41VAH702Y;;BNS;4100;A_P41_1;PUMP J. BEAR VIBR YPLANE;Yes;ИСТИНА;ЛОЖЬ;;706;;;;;;;;;;;27;ИСТИНА;21572;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;11.03;3;4;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1451;;;;;;;;;;;;
M;644_654_2;;;4100;;AUTO START LUBE OIL;;ЛОЖЬ;ЛОЖЬ;;654;;;;;;;0;;;;524;ЛОЖЬ;0;;;;;;;0=START;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;324_325_4;;;4100;H-4101;FUEL GAS TO H4101A;;ЛОЖЬ;ЛОЖЬ;;325;;;;;;;0;;;;781;ЛОЖЬ;0;;;;;;;1=CLOSE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41LI023_TF;;COM;4100;A_4100;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;356;;;;;;;0;;;;745;ИСТИНА;21574;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;716;;;;;;;;;;;;
M;982_980_1;;;4100;P-4104S;FIRST OUT SEQUENCE;;ЛОЖЬ;ЛОЖЬ;;980;;;;;;;0;;;;2363;ЛОЖЬ;0;;;;;;;1=FU ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS068F1;;FLD;4100;A_4100;C-4103 EMER SD;Yes;ИСТИНА;ЛОЖЬ;;764;;;;;;;;;;;92;ИСТИНА;21575;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;11.03;11;5;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1362;;;;;;;;;;;;
M;C1324_3_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;6401;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41AI721B_TF;;COM;;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;1380;;;;;;;0;;;;94;ИСТИНА;22139;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1685;;;;;;;;;;;;
DI;41HS015A;;COM;4100;H-4101AB;STOP C-4101AX;No;ЛОЖЬ;ИСТИНА;;481;;;;;;;0;;;;4605;ИСТИНА;21208;None;;;;;;1=STOP;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;1;;;;;;;;;;;;
AI;41PI957;;FLD;4100;A_C4103;STEAM TURB DISCH PRESS;Yes;ЛОЖЬ;ЛОЖЬ;;283;ИСТИНА;Float;4-20mA;0;2.5;MPa;;;;;524;ЛОЖЬ;0;;None;None;None;None;;;;-0.625;-0.625;;;;-XXXXX.X;3.64;22;;11.05;11;13;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10151;;;;;;;;;;;;
M;C762_5_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;5348;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;536_538_8;;;4100;H-4101AB;H4101B FUAL GAS;;ЛОЖЬ;ЛОЖЬ;;538;;;;;;;0;;;;4886;ЛОЖЬ;0;;;;;;;1=NOT SD;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;584_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;584;;;;;;;;100 ms;30;;20;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Pulse with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;408_398_3;;;4100;H-4101;41PI170/187;;ЛОЖЬ;ЛОЖЬ;;398;;;;;;;0;;;;288;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41VAHH701X;;COM;4100;A_P41_1;PUMP J.BEAR VIBR X-PLAN;No;ЛОЖЬ;ЛОЖЬ;;704;;;;;;;0;;;;369;ИСТИНА;21577;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1157;;;;;;;;;;;;
DO;41XA701AB_FU;;COM;4100;H-4101A;CB-4101AX Shutdown from Protech to ESD;No;ЛОЖЬ;ЛОЖЬ;;925;;;;;;;0;;;;4107;ИСТИНА;21667;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1799;;;;;;;;;;;;
DO;41TAHH723_CA;;COM;4100;A_4100;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;390;;;;;;;0;;;;847;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;973;;;;;;;;;;;;
DI;41PI950_MOR;;COM;4100;A_C4103;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;278;;;;;;;0;;;;4539;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;112;;;;;;;;;;;;
AI;41FI018;;FLD;4100;A_P41_1;P-4102A/AS BFW  OUTLET;Yes;ЛОЖЬ;ЛОЖЬ;;386;ИСТИНА;Float;4-20mA;0;275000;kg/h;;;;;36;ЛОЖЬ;0;;None;None;None;None;;;;-68700;-68700;;;;-XXXXX.X;3.64;22;;11.04;13;10;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10099;;;;;;;;;;;;
BO;41KQI734_TMR;;COM;4100;A_4100;REMAINING T.T.-TIME;No;ЛОЖЬ;ЛОЖЬ;;578;;Float;;;;;0;;;;74;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10302;;;;;;;;;;;;
T;242_3;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;;100 ms;10;;1608;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS211A;;LCP;4100;A_C4104;41XV 211 OPEN;Yes;ИСТИНА;ЛОЖЬ;;830;;;;;;;;;;;85;ИСТИНА;21581;None;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;11.03;11;14;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1426;;;;;;;;;;;;
T;274_3;;;4100;CB-4103;;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;;100 ms;10;;1616;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1102_1_J;;;4100;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1102;;;;;;;0;;;;3852;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C494_2;;;4100;4100;Compiler marker (304, 66);;ЛОЖЬ;ЛОЖЬ;;494;;;;;;;0;;;;3222;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;306_5;;;2000;CB-2001;;;ЛОЖЬ;ИСТИНА;;306;;;;;;;;100 ms;50;;1084;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PAHH237;;COM;4100;C-4104;C-4104 SUCTION;No;ЛОЖЬ;ЛОЖЬ;;755;;;;;;;0;;;;6811;ИСТИНА;21286;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1518;;;;;;;;;;;;
DO;41HY002C;;FLD;;;41MOV002 CLOSE;Yes;ИСТИНА;ЛОЖЬ;;584;;;;;;;0;;;;568;ИСТИНА;20908;None;;;;;;1=CLOSE;1=CLOSE;;;;;;Undefined;;;;11.13;3;1;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2232;;;;;;;;;;;;
M;691_6;;;4100;P-4103/S;;;ЛОЖЬ;ЛОЖЬ;;691;;;;;;;0;;;;5100;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C446_3_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;446;;;;;;;0;;;;2956;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C753_4_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;753;;;;;;;0;;;;6430;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PALL170;;COM;4100;A_4100;FUEL GAS TO H4101B;No;ЛОЖЬ;ЛОЖЬ;;408;;;;;;;0;;;;1016;ИСТИНА;21582;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;790;;;;;;;;;;;;
M;937_8;;;4100;H-4101B;;;ЛОЖЬ;ЛОЖЬ;;937;;;;;;;0;;;;1421;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;488_3;;;4100;H-4101AB;;;ЛОЖЬ;ЛОЖЬ;;488;;;;;;;0;;;;84;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;406_576_3;;;4100;H-4101;41-I-115SD_I;;ЛОЖЬ;ЛОЖЬ;;576;;;;;;;0;;;;2713;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1104_1;;;4100;;;;ЛОЖЬ;ИСТИНА;;1104;;;;;;;;100 ms;50;;784;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C403_3_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;403;;;;;;;0;;;;3010;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;41TI789_HH;;COM;4100;A_C4103;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;254;;Float;;;;;0;;;;982;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10221;;;;;;;;;;;;
DO;41BI708_TF;;COM;4100;A_4100;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;418;;;;;;;0;;;;1074;ИСТИНА;21584;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;502;;;;;;;;;;;;
M;C852_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;852;;;;;;;0;;;;5326;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;397_2;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;397;;;;;;;0;;;;6778;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;404_160_3;;;4100;;41PT174/186;;ЛОЖЬ;ЛОЖЬ;;160;;;;;;;0;;;;3511;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C960_1_H;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;960;;;;;;;0;;;;1387;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41SAL764_CA;;COM;4100;CB-4103;STEAM TURBINE SHAFT SPEED;No;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;6149;ЛОЖЬ;0;None;;;;;;0=10%SPEED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2040;;;;;;;;;;;;
M;954_6;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;954;;;;;;;0;;;;2127;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;41TI786;;FLD;;;PUMP T. BEARING TEMP;Yes;ЛОЖЬ;ЛОЖЬ;;1380;ИСТИНА;Float;4-20mA;0;160;°C;;;;;644;ЛОЖЬ;0;;None;None;None;None;;;;-40;-40;;;;-XXXXX.X;3.76;21;;11.05;15;9;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10183;;;;;;;;;;;;
DO;41HS151A_A;;COM;4100;H-4101AB;;No;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;6061;ИСТИНА;21095;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2006;;;;;;;;;;;;
R;1340_1342_6;;;4100;H-4101A;41PI113B;;ЛОЖЬ;ЛОЖЬ;;1342;;Float;;;;;0;;;;1810;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PALL113_PA;;COM;4100;H-4101B;PRE ALARM 1oo3;No;ЛОЖЬ;ЛОЖЬ;;1344;;;;;;;0;;;;6187;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2152;;;;;;;;;;;;
M;C824_2_C;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;824;;;;;;;0;;;;370;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1116_6;;;4100;;;;ЛОЖЬ;ИСТИНА;;1116;;;;;;;;1 s;0;;192;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS212A_A;;COM;4100;C-4103;;No;ЛОЖЬ;ЛОЖЬ;;830;;;;;;;0;;;;6067;ИСТИНА;21653;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2026;;;;;;;;;;;;
DO;41PDAHH234;;COM;4100;C-4104;C-4104;No;ЛОЖЬ;ЛОЖЬ;;752;;;;;;;0;;;;1816;ИСТИНА;21587;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;856;;;;;;;;;;;;
M;982_4;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;982;;;;;;;0;;;;2352;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41XS798;;FLD;2000;CB-2001;COMP TRIP 2A;Yes;ИСТИНА;ЛОЖЬ;;289;;;;;;;;;;;116;ИСТИНА;21588;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;11.03;15;13;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1387;;;;;;;;;;;;
T;748_1;;;4100;C-4104;;;ЛОЖЬ;ЛОЖЬ;;748;;;;;;;;100 ms;5;;1268;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XA716C;;LCP;4100;A_4100;PROC HEATER TRIP;Yes;ЛОЖЬ;ЛОЖЬ;;560;;;;;;;0;;;;298;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;11.08;11;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1613;;;;;;;;;;;;
M;C402_3_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;402;;;;;;;0;;;;5543;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;256_2;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;;100 ms;5;;1252;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2492_3;;;;;;;ЛОЖЬ;ИСТИНА;;2492;;Float;;;;;0;;;;94;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
