PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9
BO;41KQI713_TMR;;COM;4100;A_4100;REMAINING T.T. - TIME;No;ЛОЖЬ;ЛОЖЬ;;503;;Float;;;;;0;;;;1266;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10377;;;;;;;;;;;;
M;C986_1_J;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;986;;;;;;;0;;;;441;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41BI705_TF;;COM;4100;A_4100;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;1059;ИСТИНА;21590;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;499;;;;;;;;;;;;
M;920_922_1;;;4100;H-4101A;FIRST OUT SEQUENCE;;ЛОЖЬ;ЛОЖЬ;;922;;;;;;;0;;;;1968;ЛОЖЬ;0;;;;;;;1=FU ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;540_548_1;;;4100;H-4101AB;HG RECYCLE VALVES;;ЛОЖЬ;ЛОЖЬ;;548;;;;;;;0;;;;4889;ЛОЖЬ;0;;;;;;;1=COND TO OPEN;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;428_562_6;;;4100;;41BALL729_I;;ЛОЖЬ;ЛОЖЬ;;562;;;;;;;0;;;;1117;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;756_2;;;4100;C-4104;;;ЛОЖЬ;ЛОЖЬ;;756;;;;;;;0;;;;2515;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;964_2;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;964;;;;;;;0;;;;2202;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C654_2_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;654;;;;;;;0;;;;3754;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HA156C_PA;;COM;4100;H-4101AB;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;5692;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2361;;;;;;;;;;;;
M;C858_2_E;;;4100;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;858;;;;;;;0;;;;211;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C390_4_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;390;;;;;;;0;;;;3105;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;778_4;;;4100;P-4101S;;;ЛОЖЬ;ЛОЖЬ;;778;;;;;;;0;;;;6286;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;848_3;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;848;;;;;;;0;;;;719;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;426_4;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;426;;;;;;;0;;;;5267;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;680_141_3;;;4100;;41TT791;;ЛОЖЬ;ЛОЖЬ;;141;;;;;;;0;;;;3447;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C243_4_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;243;;;;;;;0;;;;5701;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C350_4_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;0;;;;5778;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PAHH748A_CA;;COM;4100;C-4104;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;633;;;;;;;0;;;;4261;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1862;;;;;;;;;;;;
DO;41PAHH013A_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;1322;;;;;;;0;;;;5966;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2097;;;;;;;;;;;;
R;C447_4;;;4100;4100;Compiler register (280, 240);;ЛОЖЬ;ЛОЖЬ;;447;;Float;;;;;0;;;;1694;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;766_768_1;;;4100;C-4103;41HS068E_I;;ЛОЖЬ;ЛОЖЬ;;768;;;;;;;0;;;;1782;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2462_E;;;;;Exec time CMD FAILED, sec;;ЛОЖЬ;ИСТИНА;;2462;;Word;;;;;0;;;;126;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;436_460_3;;;4100;;41BALL736_I;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;1166;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41XZSO143_MOR;;COM;4100;A_4100;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;323;;;;;;;0;;;;4599;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;173;;;;;;;;;;;;
T;582_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;582;;;;;;;;100 ms;10;;744;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;238_3;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;238;;;;;;;0;;;;6843;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;276_300_2;;;4100;;41TAHH863B_I;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;944;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;494_2;;;4100;H-4101AB;;;ЛОЖЬ;ЛОЖЬ;;494;;;;;;;0;;;;6289;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;41FT112B_P;;COM;4100;H-4101;;No;ЛОЖЬ;ИСТИНА;;444;;Word;;;;;0;;;;1028;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;Fixed value;0;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;CC_CCB_1;ESD_411_1;10;;;;
M;1324_1328_1;;;4101;H-4101A;0=TRIP;;ЛОЖЬ;ЛОЖЬ;;1328;;;;;;;0;;;;5983;ЛОЖЬ;0;;;;;;;41PALL013_I;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;500_7;;;4100;H-4101AB;;;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;0;;;;3231;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;609_2;;;4100;C-4104;;;ЛОЖЬ;ЛОЖЬ;;609;;;;;;;;100 ms;5;;1552;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41VSHH740XY_MOR;;COM;4100;C-4103;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;270;;;;;;;0;;;;4641;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;179;;;;;;;;;;;;
DI;41HS038A_P;;COM;4100;C4103;41XV038 OPEN;No;ЛОЖЬ;ИСТИНА;;820;;;;;;;0;;;;3958;ИСТИНА;22088;None;;;;;;PULSE;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1244;;;;;Input;CC_CCB_1;ESD_411_1;23;;;;
M;346_380_3;;;4100;H-4101;41PT070/087;;ЛОЖЬ;ЛОЖЬ;;380;;;;;;;0;;;;249;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;260_300_1;;;4100;C-4103;41XS979_I;;ИСТИНА;ЛОЖЬ;;300;;;;;;;0;;;;1588;ЛОЖЬ;22423;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;346_484_2;;;4100;H-4101;41PSL070 FG/NITROGEN;;ЛОЖЬ;ЛОЖЬ;;484;;;;;;;0;;;;1930;ЛОЖЬ;0;;;;;;;1=NOT L ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;330_3;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;330;;;;;;;0;;;;2654;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1340_1342_3;;;4100;H-4101A;41PI113B;;ЛОЖЬ;ЛОЖЬ;;1342;;;;;;;0;;;;6235;ЛОЖЬ;0;;;;;;;0=TRANSM FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41FALL721_CA;;COM;4100;H-4101;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;2919;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1849;;;;;;;;;;;;
M;692_694_1;;;4100;P-4103/S;41LALL213_I;;ЛОЖЬ;ЛОЖЬ;;694;;;;;;;0;;;;674;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2456_I;;;;;;;ЛОЖЬ;ЛОЖЬ;;2456;;;;;;;0;;;;172;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1348_2;;;4101;H-4101B;;;ЛОЖЬ;ЛОЖЬ;;1348;;;;;;;;100 ms;30;;528;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;251_1;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;251;;;;;;;0;;;;6875;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PALL766_FU;;COM;4100;A_4100;PRESS TO BURNERS H4101B;No;ЛОЖЬ;ЛОЖЬ;;930;;;;;;;0;;;;2031;ИСТИНА;20903;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;829;;;;;;;;;;;;
M;C356_4_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;356;;;;;;;0;;;;5587;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY711;;WWP;;;C-4101AX STM. STOP/TRIP;Yes;ИСТИНА;ЛОЖЬ;;481;;;;;;;0;;;;111;ИСТИНА;21596;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;11.09;7;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1663;;;;;;;;;;;;
DI;41HS113S2;;FLD;4101;H-4101B;TEST BUTTON PPK 41PSV113S. CONTACT 2;No;ЛОЖЬ;ЛОЖЬ;;1348;;;;;;;;;;;319;ЛОЖЬ;0;None;;;;;;1=PRESS;1=PRESS;;;;;;Undefined;;;;11.10;7;8;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;ИСТИНА;;1;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2081;;;;;;;;;;;;
T;548_1;;;4100;H-4101AB;;;ЛОЖЬ;ЛОЖЬ;;548;;;;;;;;100 ms;10;;124;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS068A_FU;;COM;4100;A_4100;C-4103;No;ЛОЖЬ;ЛОЖЬ;;990;;;;;;;0;;;;4072;ИСТИНА;21591;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1770;;;;;;;;;;;;
BO;41KQI711_TMR;;COM;4100;A_4100;REMAINING PURGE TIME;No;ЛОЖЬ;ЛОЖЬ;;488;;Float;;;;;0;;;;314;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10376;;;;;;;;;;;;
DO;41PI716/717_MOC;;COM;4100;A_4100;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;382;;;;;;;0;;;;761;ИСТИНА;21599;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;893;;;;;;;;;;;;
DO;41XL664_RR;;COM;4100;A_4100;SIS-BLOCK 41-I-065;No;ЛОЖЬ;ЛОЖЬ;;572;;;;;;;0;;;;548;ЛОЖЬ;0;None;;;;;;READY FOR RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;524;;;;;;;;;;;;
M;532_564_1;;;4100;;H4101B ATM;;ЛОЖЬ;ЛОЖЬ;;564;;;;;;;0;;;;1141;ЛОЖЬ;0;;;;;;;1=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HA722A_TR;;COM;;;TRIP INITIATOR;No;ЛОЖЬ;ЛОЖЬ;;575;;;;;;;0;;;;5152;ИСТИНА;21846;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2308;;;;;;;;;;;;
M;C1348_5;;;4101;H-4101B;Compiler marker (176, 204);;ЛОЖЬ;ЛОЖЬ;;1348;;;;;;;0;;;;6334;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PDAHH234_FU;;COM;4100;A_4100;C-4104;No;ЛОЖЬ;ЛОЖЬ;;968;;;;;;;0;;;;2260;ИСТИНА;21645;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;858;;;;;;;;;;;;
M;289_998_3;;;4100;CB-4103;41XS797_799 TRIP;;ЛОЖЬ;ЛОЖЬ;;998;;;;;;;0;;;;1381;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PSLL759/62;;COM;4100;A_4100;REFORMER TUBE BUNDLE LL PRESSURE;No;ИСТИНА;ЛОЖЬ;;401;;;;;;;0;;;;1562;ИСТИНА;22158;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1027;;;;;;;;;;;;
DO;41PALL237C_CA;;COM;4100;A_C4104;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;750;;;;;;;0;;;;1809;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;804;;;;;;;;;;;;
DI;41ZSHH740A;;BNS;4100;A_C4103;AXIAL DEPLACEMENT TURB;Yes;ИСТИНА;ЛОЖЬ;;272;;;;;;;;;;;36;ИСТИНА;21600;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;11.03;5;13;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1496;;;;;;;;;;;;
M;C448_2_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;448;;;;;;;0;;;;2953;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;446_472_1;;;4100;;41FALL016_I;;ЛОЖЬ;ЛОЖЬ;;472;;;;;;;0;;;;1200;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;418_4;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;418;;;;;;;0;;;;5243;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL737;;LCP;4100;A_4100;H4101B PERM TO START;Yes;ЛОЖЬ;ЛОЖЬ;;564;;;;;;;0;;;;338;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;11.09;1;11;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1642;;;;;;;;;;;;
DO;41FFALL116_OOS;;COM;4100;H-4101;STEAM TO FEED RATIO;No;ЛОЖЬ;ЛОЖЬ;;447;;;;;;;0;;;;1416;ЛОЖЬ;0;None;;;;;;1=OVERRIDE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1723;;;;;;;;;;;;
BO;41PI972_HH;;COM;4100;C-4103;HH TRIP SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;249;;Float;;;;;0;;;;510;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10344;;;;;;;;;;;;
M;586_588_2;;;;;41HS004B TRIP INIT.;;ЛОЖЬ;ЛОЖЬ;;588;;;;;;;0;;;;197;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C790_1_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;790;;;;;;;0;;;;779;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;572_1;;;4100;H-4101AB;;;ЛОЖЬ;ЛОЖЬ;;572;;;;;;;0;;;;510;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;720_139_3;;;4100;P-4104S;41VSHH711XY;;ЛОЖЬ;ЛОЖЬ;;139;;;;;;;0;;;;3071;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41TAHH181_CA;;COM;4100;A_4100;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;858;;;;;;;0;;;;3430;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;959;;;;;;;;;;;;
DO;41PAHH717_CA;;COM;4100;A_4100;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;383;;;;;;;0;;;;767;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;761;;;;;;;;;;;;
M;972_7;;;4100;C-4104;;;ЛОЖЬ;ЛОЖЬ;;972;;;;;;;0;;;;296;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
