PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
DI;88HS046;;G02;;;sound alarm quitting buton (ЛВГ);No;ИСТИНА;ЛОЖЬ;;101;;;;;;;;;;;28;ИСТИНА;50138;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.03;9;5;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;453;;;;
M;2490_B;;;;;Reset signal (1=Reset);;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;1133;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2405_5;;;;;Compiler marker (224, 132);;ЛОЖЬ;ЛОЖЬ;;2405;;;;;;;0;;;;1966;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C540_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;540;;;;;;;0;;;;1718;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;210_265_1;;;;;88GT001_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;265;;;;;;;0;;;;1920;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;214_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;1132;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;73AT004A;;FLD;;;LL HH OXYGEN N2 ROOM;Yes;ИСТИНА;ЛОЖЬ;;450;ИСТИНА;Float;4-20mA;0;25;%;;;;;80;ЛОЖЬ;50011;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;35.03;5;4;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11044;;;;
M;215_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;215;;;;;;;0;;;;1169;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;87HS012;;FLD;;;Ручной извещатель Кнопка 87HS012;Yes;ИСТИНА;ЛОЖЬ;;414;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;76;ЛОЖЬ;50492;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;35.03;5;3;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11028;;;;
M;C214_4_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;2277;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;546_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;468;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2404_1;;;;;Compiler marker (224, 96);;ЛОЖЬ;ЛОЖЬ;;2404;;;;;;;0;;;;49;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;606_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;270;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;525_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;525;;;;;;;0;;;;179;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73ATL004A_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;677;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;526;;;;
DI;FGS_911_1.91HS319_1;;FSC;;;MCP act. in 901-09-FDAP-U,F lamp;Yes;ИСТИНА;ЛОЖЬ;;505;;;;;;;0;;;;1220;ЛОЖЬ;50141;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_002_1;FGS_911_1;4;;;;;;;;;;;;;;;;;;;;;;;;
M;524_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;1510;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;300_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;208;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C906_1_B;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;906;;;;;;;0;;;;1975;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;456_466_4;;;;;73AT004A/B/C O2.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;466;;;;;;;0;;;;642;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C509_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;2185;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;87XA012;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;414;;;;;;;1;;;;62;ИСТИНА;50530;None;;;;;;1=NORMAL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;494;;;;
M;C506_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;2193;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;35-ExtComFaultCC7;;SYS;;;Ext com fault Com ch 7;Yes;ЛОЖЬ;;;20;;;;;;;;;;;12;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;847;;;;
M;2443_B;;;;;MO LAMP (1=ON);;ЛОЖЬ;ЛОЖЬ;;2443;;;;;;;0;;;;1533;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XA1072;;FLD;;;Siren entrance 1 N2 room.;Yes;ИСТИНА;ЛОЖЬ;;462;;;;;;;0;;;;145;ЛОЖЬ;50081;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;3;10;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;502;;;;
DO;88GT007_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;1083;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;907;;;;
DI;73HS105B2;;FLD;;;beacon and siren check button;No;ИСТИНА;ЛОЖЬ;;460;;;;;;;;;;;156;ЛОЖЬ;50033;None;;;;;;1=ON;;;;;;;Undefined;;;;35.03;7;5;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;490;;;;
DO;CB002_FGS1_CS;;COM;872-21;;CLOCK SOURCE FLT;No;ЛОЖЬ;ЛОЖЬ;;23;;;;;;;0;;;;42;ЛОЖЬ;0;None;;;;;;0=FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;466;;;;
DO;91XL494AA;;G02;;;MOS enabled GAS area;No;ИСТИНА;ЛОЖЬ;;521;;;;;;;0;;;;78;ЛОЖЬ;50142;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;7;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;595;;;;
M;C946_1_B;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;946;;;;;;;0;;;;1969;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C220_1;;;;;Compiler marker (256, 43);;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;2264;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;220_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;1107;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C462_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;698;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;215_265_1;;;;;88GT004_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;265;;;;;;;0;;;;1923;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C454_6_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;822;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;201_414_1;;;;;87HS016A;;ЛОЖЬ;ЛОЖЬ;;414;;;;;;;0;;;;81;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XA607F;;GFB;;;Flammable gas presence alarm in the zone H-6052;No;ИСТИНА;ЛОЖЬ;;786;;;;;;;0;;;;171;ЛОЖЬ;50144;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.05;5;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;664;;;;
M;C547_6_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;547;;;;;;;0;;;;1207;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;CB002_FGS1_HOUR;;COM;872-21;;HOUR;No;ЛОЖЬ;ЛОЖЬ;;23;;Byte;;;;;0;;;;46;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11038;;;;
BI;35-RepairTimer_CP2;;SYS;;;Repair time CP2;Yes;ЛОЖЬ;;;22;;Word;;;;;;;;;14;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73ATH004_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;686;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;529;;;;
DO;73ATH004B_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;636;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;532;;;;
M;686_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;686;;;;;;;0;;;;312;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C214_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;2282;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C544_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;544;;;;;;;0;;;;1513;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;300_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;209;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2447_1;;;;;Compiler marker (384, 204);;ЛОЖЬ;ЛОЖЬ;;2447;;;;;;;0;;;;829;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;242_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;1183;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C547_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;547;;;;;;;0;;;;382;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88XA045F;;GFB;;;Indicator lamp (ЛВГ). Наружная уст-ка.;No;ИСТИНА;ЛОЖЬ;;300;;;;;;;0;;;;137;ЛОЖЬ;50148;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.05;1;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;638;;;;
M;505_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;425;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA316F;;GFB;;;;No;ИСТИНА;ЛОЖЬ;;506;;;;;;;0;;;;139;ЛОЖЬ;50149;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.05;1;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;640;;;;
M;C558_5_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;558;;;;;;;0;;;;1115;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C505_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;205;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C300_6_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;2221;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2432_F;;;;;0=TRANSM. FAIL;;ЛОЖЬ;ЛОЖЬ;;2432;;;;;;;0;;;;637;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_912_1.91HS499A_ENB;;FSC;;;FIRE MOS 901-05/1 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;519;;;;;;;0;;;;1523;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_002_1;FGS_912_1;14;;;;;;;;
M;C786_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;786;;;;;;;0;;;;356;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLO501A;;F02;;;Задвижка 91 XV 501-открыта;No;ИСТИНА;ЛОЖЬ;;529;;;;;;;0;;;;334;ЛОЖЬ;50151;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;11;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;795;;;;
M;524_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;1509;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C946_1_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;946;;;;;;;0;;;;1968;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;87HS011;;FLD;;;Ручной извещатель Кнопка 87HS011;Yes;ИСТИНА;ЛОЖЬ;;412;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;72;ЛОЖЬ;50491;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;35.03;5;2;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11027;;;;
M;946_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;946;;;;;;;0;;;;1870;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;215_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;215;;;;;;;0;;;;125;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C464_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;696;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XA004B;;FLD;;;OXYGEN CONCENTATION;Yes;ИСТИНА;ЛОЖЬ;;452;;;;;;;0;;;;96;ЛОЖЬ;50202;None;;;;;;1=ON;1=ON;;;;;;Undefined;;;;35.05;11;9;1;Low;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;468;;;;
DO;91XA315U;;G02;;;Наружная установка (токсичный газ);No;ИСТИНА;ЛОЖЬ;;506;;;;;;;0;;;;62;ЛОЖЬ;50152;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;5;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;583;;;;
M;62_545_2;;;;;FGS_912_1.FGS_002_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;545;;;;;;;0;;;;799;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;450_456_1;;;;;74AT004A_I;;ЛОЖЬ;ЛОЖЬ;;456;;;;;;;0;;;;628;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;214_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;127;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA195U;;G02;;;Инд. лампа (токсичный газ) Насосная;No;ИСТИНА;ЛОЖЬ;;547;;;;;;;0;;;;77;ЛОЖЬ;50153;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;7;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;594;;;;
DO;91XZLC114A;;F02;;;Задвижка 91 HV 114-закрыта;No;ИСТИНА;ЛОЖЬ;;559;;;;;;;0;;;;305;ЛОЖЬ;50154;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;9;10;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;786;;;;
T;450_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;;100 ms;5;;140;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;214_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;1095;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;87XA103;;FLD;;;Toxic gas horn in CB-00-2;Yes;ИСТИНА;ЛОЖЬ;;946;;;;;;;0;;;;26;ИСТИНА;50156;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;3;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;571;;;;
DI;FGS_551_1.55XA603_2;;FSC;;;T.GD act. in 5500-1-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;606;;;;;;;0;;;;1571;ЛОЖЬ;50158;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;35;;;;;;;;;;;;;;;;
M;C2404_2;;;;;Compiler marker (288, 60);;ЛОЖЬ;ЛОЖЬ;;2404;;;;;;;0;;;;48;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XA004C;;FLD;;;OXYGEN CONCENTATION;Yes;ИСТИНА;ЛОЖЬ;;454;;;;;;;0;;;;97;ЛОЖЬ;50200;None;;;;;;1=ON;1=ON;;;;;;Undefined;;;;35.05;11;10;1;Low;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;469;;;;
DI;35-Flasher-5Hz;;SYS;;;5 Hz flasher;No;ЛОЖЬ;;;0;;;;;;;;;;;30;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
