PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
DI;FGS_551_1.60XA605_1;;FSC;;;T.GD act. in 6000-1-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;666;;;;;;;0;;;;1580;ЛОЖЬ;50240;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;44;;;;;;;;;;;;;;;;
DI;73HS1073;;FLD;;;beacon and siren check button;No;ИСТИНА;ЛОЖЬ;;464;;;;;;;;;;;159;ЛОЖЬ;50150;None;;;;;;1=ON;;;;;;;Undefined;;;;35.03;7;8;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;505;;;;
AI;73AT004C;;FLD;;;LL HH OXYGEN N2 ROOM;Yes;ИСТИНА;ЛОЖЬ;;454;ИСТИНА;Float;4-20mA;0;25;%;;;;;88;ЛОЖЬ;50015;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;35.03;5;6;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11048;;;;
DI;35-TempHH_Alarm;;SYS;;;Temp high-high alarm;Yes;ЛОЖЬ;;;21;;;;;;;1;;;;2;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;866;;;;
M;242_260_2;;;;;88GT006_RR;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;1930;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_551_1.55XA601_1;;FSC;;;T.GD act. in PH-55-1-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;646;;;;;;;0;;;;1567;ЛОЖЬ;50241;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;31;;;;;;;;;;;;;;;;
M;2446_B;;;;;0=ALARM;;ЛОЖЬ;ЛОЖЬ;;2446;;;;;;;0;;;;753;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XL318AA;;F02;;;MOS enabled FIRE area;No;ИСТИНА;ЛОЖЬ;;500;;;;;;;0;;;;264;ЛОЖЬ;50242;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;3;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;741;;;;
M;528_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;528;;;;;;;0;;;;452;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;62_524_4;;;;;FGS_912_1.FGS_002_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;1504;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_912_1.91HS632;;FSC;;;Ack for Fire H&B (901-10) (FDAP-U);Yes;ЛОЖЬ;ЛОЖЬ;;540;;;;;;;0;;;;111;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_002_1;FGS_912_1;4;;;;;;;;
BO;CB002_FGS1_CP2;;COM;872-21;;TEMPERATURE CP2;No;ЛОЖЬ;ЛОЖЬ;;21;;Word;;;;;0;;;;36;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11034;;;;
M;C557_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;557;;;;;;;0;;;;1155;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C556_5_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;556;;;;;;;0;;;;1196;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;2409_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2409;;;;;;;;100 ms;10;;120;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC101A;;F02;;;Задвижка 91 HV 101-закрыта;No;ИСТИНА;ЛОЖЬ;;555;;;;;;;0;;;;283;ЛОЖЬ;50245;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;5;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;756;;;;
M;505_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;172;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;420_906_2;;;;;872-21 FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;906;;;;;;;0;;;;1414;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;70_2446_5;;;;;FGS_002_1.20HS849F;;ЛОЖЬ;ЛОЖЬ;;2446;;;;;;;0;;;;150;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XZLC108A;;FSC;;;Задвижка 91 HV 108-закрыта;Yes;ИСТИНА;ЛОЖЬ;;557;;;;;;;0;;;;943;ЛОЖЬ;50246;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;47;;;;;;;;
M;C450_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;733;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C505_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;1394;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;100_2323_1;;;;;87HS016A_ENB;;ЛОЖЬ;ЛОЖЬ;;2323;;;;;;;0;;;;63;ЛОЖЬ;0;;;;;;;1=ENABLED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C926_2_B;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;926;;;;;;;0;;;;113;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XZLC104A;;FSC;;;Задвижка 91 HV 104-закрыта;Yes;ИСТИНА;ЛОЖЬ;;556;;;;;;;0;;;;935;ЛОЖЬ;50247;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;39;;;;;;;;
DI;88GT001_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;210;;;;;;;0;;;;2320;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;FGS_002_1;1;;;;
M;414_430_3;;;;;87HS012_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;430;;;;;;;0;;;;83;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;506_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;222;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C556_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;556;;;;;;;0;;;;1195;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;87XA013F;;FFB;;;Инд. лампа FDAP-F 872-21 Пожар;No;ИСТИНА;ЛОЖЬ;;435;;;;;;;0;;;;225;ЛОЖЬ;50489;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;15;10;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;437;;;;
M;541_546_1;;;;;91HS629;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;1180;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;215_260_2;;;;;88GT004_RR;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;1928;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA195F;;GFB;;;;No;ИСТИНА;ЛОЖЬ;;547;;;;;;;0;;;;128;ЛОЖЬ;50250;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.05;1;9;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;645;;;;
M;C559_6_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;559;;;;;;;0;;;;887;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C555_5_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;555;;;;;;;0;;;;1202;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2465_3;;;;;Compiler marker (176, 49);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;1947;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;926_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;926;;;;;;;0;;;;739;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;500_505_1;;;;;91HS850;;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;1124;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT005_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;1071;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;895;;;;
DI;88GT003_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;214;;;;;;;0;;;;2322;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;FGS_002_1;3;;;;
DI;FGS_912_1.91XZLO113A;;FSC;;;Задвижка 91 HV 113-открыта;Yes;ИСТИНА;ЛОЖЬ;;559;;;;;;;0;;;;952;ЛОЖЬ;50253;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;56;;;;;;;;
M;509_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;435;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT004_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;215;;;;;;;0;;;;1068;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;892;;;;
M;C528_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;528;;;;;;;0;;;;1376;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C216_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;2274;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;464_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;655;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C626_7_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;626;;;;;;;0;;;;374;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C216_3_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;2271;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT001_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;894;ИСТИНА;50442;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;878;;;;
M;466_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;466;;;;;;;0;;;;669;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC115A;;F02;;;Задвижка 91 HV 115-закрыта;No;ИСТИНА;ЛОЖЬ;;560;;;;;;;0;;;;329;ЛОЖЬ;50255;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;11;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;790;;;;
M;2446_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2446;;;;;;;0;;;;750;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;786_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;786;;;;;;;0;;;;336;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;87HS011_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;58;ИСТИНА;50527;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;445;;;;
M;454_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;771;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;826_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;826;;;;;;;0;;;;1473;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;244_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;;100 ms;10;;176;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;506_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;427;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_002_1.20HS849F;;FSC;;;FDAP-F ACK FIRE/STEAM;Yes;ЛОЖЬ;ЛОЖЬ;;70;;;;;;;0;;;;529;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_002_1;1
DO;73XL1074;;FLD;;;Beacon entrance 3 N2 room.;Yes;ИСТИНА;ЛОЖЬ;;464;;;;;;;0;;;;81;ЛОЖЬ;50133;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;9;10;1;Low;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;509;;;;
M;C506_6_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;2199;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;906_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;906;;;;;;;0;;;;1417;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;506_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;429;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;450_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;497;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT007_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;1082;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;906;;;;
DO;73ATL004C_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;158;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;534;;;;
DO;91XL499AA;;F02;;;MOS enabled FIRE area;No;ИСТИНА;ЛОЖЬ;;519;;;;;;;0;;;;337;ЛОЖЬ;50518;None;;;;;;1=ON;;;;;;;Undefined;;;;35.07;13;10;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;567;;;;
M;C440_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;0;;;;1422;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C556_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;556;;;;;;;0;;;;1194;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;88GT002_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;212;;;;;;;0;;;;2321;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;FGS_002_1;2;;;;
DI;FGS_551_1.60XA602_2;;FSC;;;T.GD act. in PH-60-1-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;806;;;;;;;0;;;;1594;ЛОЖЬ;50263;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;58;;;;;;;;;;;;;;;;
DI;FGS_911_1.91XA317_1;;FSC;;;T.GD act. in 901-09-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;507;;;;;;;0;;;;1228;ЛОЖЬ;50264;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_002_1;FGS_911_1;12;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XL1073;;FLD;;;Beacon entrance 2 N2 room.;Yes;ИСТИНА;ЛОЖЬ;;464;;;;;;;0;;;;146;ЛОЖЬ;50157;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;3;11;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;507;;;;
M;450_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;496;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;75_2443_2;;;;;87HS019;;ЛОЖЬ;ЛОЖЬ;;2443;;;;;;;0;;;;1696;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC100A;;F02;;;Задвижка 91 XV 100-закрыта;No;ИСТИНА;ЛОЖЬ;;555;;;;;;;0;;;;281;ЛОЖЬ;50265;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;5;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;754;;;;
M;412_420_1;;;;;87XA011_FL;;ЛОЖЬ;ЛОЖЬ;;420;;;;;;;0;;;;76;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_912_1.FGS_002_1_SnS;;FSC;;;SafeNet LINK STATUS;Yes;ЛОЖЬ;ЛОЖЬ;;60;;;;;;;0;;;;107;ЛОЖЬ;0;None;;;;;;1=NOT FAULTY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_002_1;FGS_912_1;0;;;;;;;;
