PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5
DI;17-ControllerFault;;SYS;;;FSC CONTROLLER FAULT;Yes;ЛОЖЬ;;;16;;;;;;;;;;;20;ИСТИНА;31600;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;91LAHH214_CA;;COM;901-09;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;268;;;;;;;0;;;;56;ЛОЖЬ;0;None;;;;;0=ALARM;;State High;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;632
M;C610_1_G;;;901-09;901-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;786;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C265_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;265;;;;;;;0;;;;954;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;269_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;269;;;;;;;;100 ms;5;;560;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;242_400_2;;;;;91TAHH972_I;;ЛОЖЬ;ЛОЖЬ;;400;;;;;;;0;;;;1562;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;265_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;265;;;;;;;;100 ms;10;;532;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
BO;IB911_ESD1_T1;;COM;901-09;;TEMPERATURE CP1;No;ЛОЖЬ;ЛОЖЬ;;18;;Word;;;;;0;;;;30;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;10138
DO;91XY243;;MCC;901-09;A_90109;AUTO CLOSING 91 XV 243;Yes;ИСТИНА;ЛОЖЬ;;550;;;;;;;0;;;;59;ЛОЖЬ;31653;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;17.04;5;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;272_2;;;901-09;;;;ЛОЖЬ;ЛОЖЬ;;272;;;;;;;;100 ms;5;;108;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XY251;;MCC;901-09;A_90109;AUTO CLOSING 91 XV 251;Yes;ИСТИНА;ЛОЖЬ;;350;;;;;;;0;;;;73;ЛОЖЬ;31652;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;17.04;7;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;273_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;273;;;;;;;;100 ms;10;;604;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XY239;;MCC;901-09;A_90109;AUTO CLOSING 91 XV 239;Yes;ИСТИНА;ЛОЖЬ;;410;;;;;;;0;;;;58;ЛОЖЬ;31642;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;17.04;5;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TAHH969;;COM;901-09;A_P90109;HERMET SHELL  P9010904X;No;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;0;;;;1296;ИСТИНА;31818;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;520
M;C278_4_G;;;901-09;901-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;862;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TI999_MOC;;COM;901-09;A_90109;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;1322;ИСТИНА;31850;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;552
DI;00XS911EMC01;;MAR;901-09;S_B911;IB911 COMM ALARM EMC01;Yes;ЛОЖЬ;ЛОЖЬ;;18;;;;;;;;;;;21;ИСТИНА;31607;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;17.03;3;14;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;571
M;261_410_1;;;901-09;;91LALL211_I;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;656;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
R;2495_B;;;;;DIVIDER;;ЛОЖЬ;ЛОЖЬ;;2495;;Float;;;;;0;;;;164;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91LI232_TF;;COM;901-09;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;580;ИСТИНА;31604;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;662
M;C510_8_C;;;901-09;901-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;808;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C266_4_E;;;901-09;901-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;943;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;282_340_1;;;901-09;;91LAHHH228_I;;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;0;;;;766;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C278_5_E;;;901-09;901-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;863;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
R;2410_D;;;;;Remaining Time;;ЛОЖЬ;ЛОЖЬ;;2410;;Long;;;;;0;;;;268;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TAHH975;;COM;901-09;A_P90109;HERMET SHELL  P9010902AX;No;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;1304;ИСТИНА;31822;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;524
BI;17-TempCP1;;SYS;;;Temperature CP 1;Yes;ЛОЖЬ;;;18;;Word;;;;;;;;;8;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;246_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;;100 ms;5;;36;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C275_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;275;;;;;;;0;;;;889;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TAHH960_CA;;COM;901-09;A_90109;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;1293;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_911_1;519
M;2470_E;;;;;Signal 4;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;173;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
R;260_261_4;;;;;91LI211;;ЛОЖЬ;ЛОЖЬ;;261;;Float;;;;;0;;;;82;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DI;91PI290_MOR;;COM;901-09;A_90109;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;610;;;;;;;0;;;;1872;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_911_1;17
M;340_680_2;;;901-09;;91LALL228_I;;ЛОЖЬ;ЛОЖЬ;;680;;;;;;;0;;;;96;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C610_2_B;;;901-09;901-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;1697;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
