PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16
DO;20XY072;;FLD;2000;A_2000;ED FROM V-2012;Yes;ИСТИНА;ЛОЖЬ;;1016;;;;;;;0;;;;201;ИСТИНА;11947;None;;;;;;1=TRIP (NDE);;;;;;;Undefined;491;3428;;21.08;1;2;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1948;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_001_7;46;;;;;;;;;;;;;;;;
M;1050_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1050;;;;;;;0;;;;1068;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;408_381_2;;;2000;P-2007S;P-2007S RUNNING;;ЛОЖЬ;ЛОЖЬ;;381;;;;;;;0;;;;3783;ЛОЖЬ;0;;;;;;;1=RUNNING;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C280_3_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;3841;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;369_180_1;;;2000;;22TI141H_MO;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;2239;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;724_723_12;;;;;OOS 21XV310;;ЛОЖЬ;ЛОЖЬ;;723;;;;;;;0;;;;7794;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;627_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;627;;;;;;;;100 ms;5;;2052;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;336_2;;;2000;P-2004S;;;ЛОЖЬ;ЛОЖЬ;;336;;;;;;;0;;;;1274;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1198_7;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1198;;;;;;;;1 s;0;;956;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2457_F;;;;;INPUT 6;;ЛОЖЬ;ЛОЖЬ;;2457;;Float;;;;;0;;;;152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22ZSHH035AB;;COM;2000;P-2007S;"PUMP  VIBR - ""Z""";No;ЛОЖЬ;ЛОЖЬ;;390;;;;;;;0;;;;910;ИСТИНА;12187;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XSH2004A;;FLD;;;SECOND STAGE DEPRESSURE;Yes;ИСТИНА;ЛОЖЬ;;675;;;;;;;;;;;52;ИСТИНА;12029;None;;;;;;0=TIRP;0=TIRP;;;;;;Undefined;;;;21.03;7;13;1;High;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C938_3_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;938;;;;;;;0;;;;4190;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C728_1_C;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;728;;;;;;;0;;;;1723;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;290_1;;;2000;P-2003S;;;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;7727;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1230_198_1;;;2000;;20FT286_MO;;ЛОЖЬ;ЛОЖЬ;;198;;;;;;;0;;;;540;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;625_1;;;2100;;;;ЛОЖЬ;ЛОЖЬ;;625;;;;;;;0;;;;4158;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;620_1;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;620;;;;;;;0;;;;2020;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI944_TF;;COM;2200;A_2000;MOTOR WIND TEMP;No;ЛОЖЬ;ЛОЖЬ;;282;;;;;;;0;;;;6488;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI141F_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;367;;;;;;;0;;;;943;ИСТИНА;11949;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA272;;COM;2000;A_2000;ED FROM T-2007;No;ЛОЖЬ;ЛОЖЬ;;1038;;;;;;;0;;;;2295;ИСТИНА;11950;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VAHH116Y;;COM;2200;A_2000;"MAIN MTR  VIBR.- NCE ""Y""";No;ЛОЖЬ;ЛОЖЬ;;385;;;;;;;0;;;;1079;ИСТИНА;11951;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1240_2_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1240;;;;;;;0;;;;5560;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1397_1_M;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1397;;;;;;;0;;;;3691;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XY308;;FLD;;;FG TO PILOT BURNERS VENT;Yes;ИСТИНА;ЛОЖЬ;;723;;;;;;;0;;;;64;ИСТИНА;11953;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;21.09;17;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;441_7;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;441;;;;;;;0;;;;6615;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;21-Second;;SYS;;;Second;No;ЛОЖЬ;;;15;;Byte;;;;;;;;;7;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C433_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;433;;;;;;;0;;;;7151;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA208;;COM;2000;A_2000;ED FROM T-2004;No;ЛОЖЬ;ЛОЖЬ;;1032;;;;;;;0;;;;2287;ИСТИНА;11954;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C502_1;;;2000;P-2007/2;Compiler marker (333, 222);;ЛОЖЬ;ЛОЖЬ;;502;;;;;;;0;;;;7934;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI307A2_TF;;COM;2200;A_P20_1;P-2019S PUMP BEAR TEMP;No;ЛОЖЬ;ЛОЖЬ;;1214;;;;;;;0;;;;6474;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;724_615_7;;;2000;;INHIBIT FLAME;;ЛОЖЬ;ЛОЖЬ;;615;;;;;;;0;;;;1862;ЛОЖЬ;0;;;;;;;0=INHIBIT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH116XY_MOR;;COM;2000;P-2007S;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;385;;;;;;;0;;;;6246;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C652_3_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;652;;;;;;;0;;;;3459;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;462_10;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;7863;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C606_4_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;3863;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY254;;MCC;2000;A_P20_1;P-2028S EMERGENCY SD;Yes;ИСТИНА;ЛОЖЬ;;1064;;;;;;;0;;;;140;ИСТИНА;11955;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;21.12;7;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21TI303_HH;;COM;2100;A_2000;HH TRIP SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;660;;Float;;;;;0;;;;1258;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C440_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;0;;;;7109;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;437_6;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;437;;;;;;;;100 ms;5;;1976;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH197B_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;1204;;;;;;;0;;;;2492;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;601_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;601;;;;;;;;100 ms;5;;872;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TAHH353A_SM03_07;;FSC;2000;A_2000;SAFENET TO SM7;Yes;ИСТИНА;ЛОЖЬ;;1063;;;;;;;0;;;;50;ЛОЖЬ;13668;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;4456;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_7;ESD_001_3;2;;;;;;;;
M;642_740_1;;;4100;;21BALL329CA;;ЛОЖЬ;ЛОЖЬ;;740;;;;;;;0;;;;1948;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21AALL301C_CA;;COM;4100;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;597;;;;;;;0;;;;86;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1381_1_M;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1381;;;;;;;0;;;;7589;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;430_1390_2;;;2000;;22PALL122_I;;ЛОЖЬ;ЛОЖЬ;;1390;;;;;;;0;;;;3954;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI934_TF;;COM;2200;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;286;;;;;;;0;;;;787;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20LI133_MOR;;COM;2000;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;802;;;;;;;0;;;;5933;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;788_638_6;;;2100;;MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;638;;;;;;;0;;;;3861;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2458_I;;;;;X OUT OF Y;;ЛОЖЬ;ЛОЖЬ;;2458;;;;;;;0;;;;1076;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20TI241A;;FLD;2000;A_2000;R-2004 FEED FROM H-2004;Yes;ИСТИНА;ЛОЖЬ;;652;ИСТИНА;Float;4-20mA;0;600;°C;;;;;476;ЛОЖЬ;13715;;None;None;None;None;;;;-150;-150;;;;-XXXXX.X;3.76;21;;21.07;1;1;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;629_141_1;;;2100;;21BT316_MO;;ЛОЖЬ;ЛОЖЬ;;141;;;;;;;0;;;;4199;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI141L_TF;;COM;2200;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;372;;;;;;;0;;;;970;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C802_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;5671;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C615_1_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;615;;;;;;;0;;;;5247;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1286_9;;;2200;;;;ЛОЖЬ;ЛОЖЬ;;1286;;;;;;;0;;;;6748;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;365_4;;;2000;P-2007S;;;ЛОЖЬ;ЛОЖЬ;;365;;;;;;;0;;;;6671;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C728_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;728;;;;;;;0;;;;1724;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;623_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;623;;;;;;;;100 ms;20;;1668;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1243_272_2;;;2000;V-2023;20PAHH070_I;;ЛОЖЬ;ЛОЖЬ;;272;;;;;;;0;;;;1292;ЛОЖЬ;0;;;;;;;0+TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH114X;;BNS;2200;A_2000;"G.BOX HSS VIBR - NCE ""X""";Yes;ИСТИНА;ЛОЖЬ;;382;;;;;;;;;;;248;ИСТИНА;11960;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;21.04;13;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1278_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1278;;;;;;;0;;;;537;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C361_2_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;361;;;;;;;0;;;;5851;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
