PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18
DI;FGS_301_1.30XL507_2;;FSC;;;T.GD act. in Compr. -GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;918;;;;;;;0;;;;5283;ЛОЖЬ;43857;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_001_1;FGS_301_1;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS997K2;;G01;;;FGS MOS RELEASE AREA 2000#2;Yes;ИСТИНА;ЛОЖЬ;;111;;;;;;;;;;;58;ИСТИНА;42518;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;1;3;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;499;;;;;;;;;;;;;;;;
DO;58XA021BC;;F01;;;P-5850S LOSS OF POWER SUPPLY;No;ИСТИНА;ЛОЖЬ;;551;;;;;;;0;;;;1107;ЛОЖЬ;43408;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.17;1;12;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1560;;;;;;;;;;;;;;;;
DO;58PAH109F;;FFB;;;DELUGE VALVE 58XV-086 ACTIVE;No;ИСТИНА;ЛОЖЬ;;186;;;;;;;0;;;;1389;ЛОЖЬ;43570;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.19;5;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1758;;;;;;;;;;;;;;;;
DI;43HS605;;G01;;;Ack button for filed horn&beacon and panel lamp;No;ИСТИНА;ЛОЖЬ;;411;;;;;;;;;;;145;ИСТИНА;42615;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;13;10;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;602;;;;;;;;;;;;;;;;
M;211_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;211;;;;;;;0;;;;1245;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;62_123_4;;;;;FGS_001_2.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;123;;;;;;;0;;;;2836;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C541_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;541;;;;;;;0;;;;7610;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_431_1.43HS599B_REL;;FSC;;;FIRE MOS 430-15 RELEASE;Yes;ЛОЖЬ;ЛОЖЬ;;690;;;;;;;0;;;;2889;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_431_1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C270_5_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;270;;;;;;;0;;;;7065;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_551_1.55XA602_5;;FSC;;;IB-55-1-Fl.GAS ALARM;Yes;ИСТИНА;ЛОЖЬ;;1850;;;;;;;0;;;;5826;ЛОЖЬ;43896;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_551_1;2;;;;;;;;;;;;;;;;;;;;;;;;
M;211_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;211;;;;;;;0;;;;913;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;145_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;145;;;;;;;0;;;;562;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;246_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;3321;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;130_144_2;;;;;20HS864F;;ЛОЖЬ;ЛОЖЬ;;144;;;;;;;0;;;;801;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;174_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;174;;;;;;;0;;;;3984;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C365_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;365;;;;;;;0;;;;6967;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;476_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;476;;;;;;;0;;;;666;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;126_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;1347;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA966C;;F01;;;FIRE MCP COMMON ALARM IN SECT. 2000-2;No;ИСТИНА;ЛОЖЬ;;115;;;;;;;0;;;;606;ЛОЖЬ;43087;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.13;1;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1171;;;;;;;;;;;;;;;;
DO;FGS_551_1.FGS_001_1_SnS;;FSC;;;SafeNet LINK STATUS;Yes;ЛОЖЬ;ЛОЖЬ;;61;;;;;;;0;;;;2046;ЛОЖЬ;0;None;;;;;;1=NOT FAULTY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_551_1;0;;;;;;;;;;;;;;;;;;;;;;;;
DO;58XL202BA;;F01;;;FGS MOS ENABLED FIRE AREA 5800#2;No;ИСТИНА;ЛОЖЬ;;300;;;;;;;0;;;;843;ЛОЖЬ;43234;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.14;15;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1348;;;;;;;;;;;;;;;;
M;64_662_7;;;;;FGS_431_1.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;662;;;;;;;0;;;;6732;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C637_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;637;;;;;;;0;;;;766;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C147_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;147;;;;;;;0;;;;7366;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;447_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;447;;;;;;;0;;;;3621;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;325_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;325;;;;;;;0;;;;3586;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;433_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;433;;;;;;;0;;;;1924;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;762_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;1472;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.58PAH127;;FSC;;;LP DV opened-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;124;;;;;;;0;;;;2494;ЛОЖЬ;42070;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.20XA854A;;FSC;;;LP DV automatically act.-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;179;;;;;;;0;;;;2546;ЛОЖЬ;42130;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C125_5_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;125;;;;;;;0;;;;7464;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2448_F;;;;;LAMP (1=ON);;ЛОЖЬ;ЛОЖЬ;;2448;;;;;;;0;;;;3005;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C126_10_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;7461;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C116_4_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;116;;;;;;;0;;;;8173;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C433_5_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;433;;;;;;;0;;;;6866;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C755_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;755;;;;;;;0;;;;1719;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C655_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;655;;;;;;;0;;;;1364;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C246_4_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;7405;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;807_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;807;;;;;;;0;;;;2069;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;146_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;1754;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C150_8_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;7819;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;695_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;695;;;;;;;0;;;;1205;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;431_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;431;;;;;;;0;;;;571;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.20XA975_2;;FSC;;;MCP act. in CH-20-4-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;265;;;;;;;0;;;;2607;ЛОЖЬ;42204;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C476_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;476;;;;;;;0;;;;6923;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XA138F;;GFB;;;C-5200 Indication lamp (toxic gas) Compressor room;No;ИСТИНА;ЛОЖЬ;;759;;;;;;;0;;;;396;ЛОЖЬ;42952;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.08;11;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1013;;;;;;;;;;;;;;;;
M;247_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;247;;;;;;;0;;;;1482;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C211_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;211;;;;;;;0;;;;7158;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;825_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;825;;;;;;;0;;;;2200;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;675_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;675;;;;;;;0;;;;1146;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;150_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;2847;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_511_1.52XA138_1;;FSC;;;T.GD act. in PH-5200-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;759;;;;;;;0;;;;5654;ЛОЖЬ;43718;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_511_1;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;637_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;637;;;;;;;0;;;;514;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C486_14_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;486;;;;;;;0;;;;6788;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;141_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;141;;;;;;;0;;;;769;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C307_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;307;;;;;;;0;;;;7265;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_411_1.58HS193G;;FSC;;;Ack for gas H&B (CH-58-1) (GDAP-C);Yes;ЛОЖЬ;ЛОЖЬ;;531;;;;;;;0;;;;3383;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_411_1;41;;;;;;;;;;;;;;;;;;;;
M;926_1834_1;;;;;FGS_301_1.30XZA104;;ЛОЖЬ;ЛОЖЬ;;1834;;;;;;;0;;;;2811;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;387_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;387;;;;;;;0;;;;3436;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;149_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;149;;;;;;;0;;;;3774;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;180_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;4182;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XA392C;;G01;;;FLAMMABLE GAS COMMON ALARM IN IB-41-1;No;ИСТИНА;ЛОЖЬ;;516;;;;;;;0;;;;146;ЛОЖЬ;42806;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.06;11;11;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;839;;;;;;;;;;;;;;;;
M;C397_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;397;;;;;;;0;;;;7165;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;297_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;297;;;;;;;0;;;;3399;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
