PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18
DO;FGS_411_1.42HS117B_ENB;;FSC;;;GAS MOS 4200 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;451;;;;;;;0;;;;3369;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_411_1;27;;;;;;;;;;;;;;;;;;;;
M;527_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;527;;;;;;;0;;;;5600;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XZLC104A;;F01;;;Steam curtain Н-3001;No;ИСТИНА;ЛОЖЬ;;926;;;;;;;0;;;;1200;ЛОЖЬ;43462;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.17;15;9;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1629;;;;;;;;;;;;;;;;
M;917_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;917;;;;;;;0;;;;2424;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;10XL378AA;;F01;;;FGS MOS ENABLED AREA 1000;No;ИСТИНА;ЛОЖЬ;;800;;;;;;;0;;;;1080;ЛОЖЬ;43382;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.16;13;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1525;;;;;;;;;;;;;;;;
DI;FGS_001_2.20XZLO557A;;FSC;;;SCV opened-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;375;;;;;;;0;;;;2647;ЛОЖЬ;42256;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_301_1.30XZLO059;;FSC;;;Задвижка 30XV059-открыта;Yes;ИСТИНА;ЛОЖЬ;;920;;;;;;;0;;;;5284;ЛОЖЬ;43858;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_001_1;FGS_301_1;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA494AF;;FFB;;;DEL.VLV. 20XV-494 AUTOMATIC. ACTIVATED;No;ИСТИНА;ЛОЖЬ;;142;;;;;;;0;;;;1276;ЛОЖЬ;43498;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.18;7;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1673;;;;;;;;;;;;;;;;
M;430_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;430;;;;;;;0;;;;1931;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.41XL266EB;;FSC;;;SC MO act. in H-4101B;Yes;ИСТИНА;ЛОЖЬ;;507;;;;;;;0;;;;3201;ЛОЖЬ;42349;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;49;;;;;;;;;;;;;;;;;;;;
M;808_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;808;;;;;;;0;;;;62;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AO;00SI022F;;GFB;;;Wind Speed;Yes;ИСТИНА;ЛОЖЬ;;1950;ИСТИНА;Float;4-20mA;0;50;;0;;;;20;ЛОЖЬ;42486;;None;None;None;None;;;;-12.5;-12.5;;;;-XXXXX.X;491;3428;;31.10;3;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;11109;;;;;;;;;;;;;;;;
DI;FGS_411_1.41XA393_2;;FSC;;;T.GD act. in 4100-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;426;;;;;;;0;;;;3215;ЛОЖЬ;42365;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;63;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.58XA177_1;;FSC;;;MCP act. in AH-58-1-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;485;;;;;;;0;;;;3212;ЛОЖЬ;42326;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;60;;;;;;;;;;;;;;;;;;;;
M;449_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;449;;;;;;;0;;;;455;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS267C2;;G01;;;FGS MOS RELEASE AREA CH-41-1;Yes;ИСТИНА;ЛОЖЬ;;441;;;;;;;;;;;106;ИСТИНА;42563;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;7;3;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;547;;;;;;;;;;;;;;;;
DI;FGS_511_1.52XA138_2;;FSC;;;T.GD act. in PH-5200-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;759;;;;;;;0;;;;5655;ЛОЖЬ;43719;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_511_1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C185_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;185;;;;;;;0;;;;7192;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;305_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;305;;;;;;;0;;;;1722;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;211_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;211;;;;;;;0;;;;1244;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_2.58HS202A_REL;;FSC;;;FIRE MOS 5800#1 RELEASE;Yes;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;878;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_001_2;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;CB_00_1_FGS1_SEC;;COM;CB_00_1;FGS001_1;SECOND;No;ЛОЖЬ;ЛОЖЬ;;23;;Byte;;;;;0;;;;34;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;11039;;;;;;;;;;;;;;;;
M;180_17;;;;;;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;1014;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2448_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;2448;;;;;;;0;;;;2781;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C177_2_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;177;;;;;;;0;;;;7669;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;455_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;455;;;;;;;0;;;;120;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C679_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;679;;;;;;;0;;;;1313;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;431_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;431;;;;;;;0;;;;4861;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;230_23;;;;;;;ЛОЖЬ;ЛОЖЬ;;230;;;;;;;0;;;;4655;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA994C;;G01;;;TOXIC GAS COMMON ALARM IN SS-20-2;No;ИСТИНА;ЛОЖЬ;;406;;;;;;;0;;;;139;ЛОЖЬ;42791;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.06;9;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;820;;;;;;;;;;;;;;;;
M;123_24;;;;;;;ЛОЖЬ;ЛОЖЬ;;123;;;;;;;0;;;;3611;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C147_6_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;147;;;;;;;0;;;;7368;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA854AC;;F01;;;DEL.VLV. 20XV-854 AUTOMATIC. ACTIVATED;No;ИСТИНА;ЛОЖЬ;;179;;;;;;;0;;;;747;ЛОЖЬ;43174;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.14;3;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1276;;;;;;;;;;;;;;;;
M;142_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;142;;;;;;;0;;;;2850;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;62_315_14;;;;;FGS_001_2.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;315;;;;;;;0;;;;6671;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA966F;;FFB;;;FIRE MCP COMMON ALARM IN SECT. 2000-2;No;ИСТИНА;ЛОЖЬ;;115;;;;;;;0;;;;1226;ЛОЖЬ;43466;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.18;1;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1635;;;;;;;;;;;;;;;;
DO;FGS_001_3.20HS867G;;FSC;;;Ack for gas H&B (CH-20-2) (GDAP-C);Yes;ЛОЖЬ;ЛОЖЬ;;221;;;;;;;0;;;;1925;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;FGS_001_1;FGS_001_3;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;120_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;3016;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XZLO239AC;;F01;;;STEAM CURTAIN FOR H-4101A;No;ИСТИНА;ЛОЖЬ;;495;;;;;;;0;;;;1195;ЛОЖЬ;43447;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.17;13;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1612;;;;;;;;;;;;;;;;
M;460_465_1;;;;;42HS099F;;ЛОЖЬ;ЛОЖЬ;;465;;;;;;;0;;;;3616;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.41XA397_2;;FSC;;;MCP act. in CH-41-1-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;445;;;;;;;0;;;;3183;ЛОЖЬ;42330;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;31;;;;;;;;;;;;;;;;;;;;
DO;FGS_431_1.43HS082;;FSC;;;Ack gas H&B (430-11) (GDAP-C);Yes;ЛОЖЬ;ЛОЖЬ;;651;;;;;;;0;;;;2890;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_431_1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;125_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;125;;;;;;;0;;;;410;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1804_1808_1;;;;;CB-00-1-FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;1808;;;;;;;0;;;;605;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;141_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;141;;;;;;;0;;;;1797;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C526_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;6859;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_3.20XL991JB;;FSC;;;FIRE MO act. in CH-20-4;Yes;ИСТИНА;ЛОЖЬ;;267;;;;;;;0;;;;3844;ЛОЖЬ;43881;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;FGS_001_1;FGS_001_3;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;449_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;449;;;;;;;0;;;;474;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA958C;;F01;;;FIRE MCP COMMON ALARM IN SECT. 2000-1;No;ИСТИНА;ЛОЖЬ;;105;;;;;;;0;;;;602;ЛОЖЬ;43083;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.13;1;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1167;;;;;;;;;;;;;;;;
DO;FGS_431_1.43HS599B_ENB;;FSC;;;FIRE MOS 430-15 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;690;;;;;;;0;;;;2888;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_431_1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;183_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;183;;;;;;;0;;;;1223;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;247_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;247;;;;;;;0;;;;1477;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;469_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;469;;;;;;;0;;;;618;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1830_3;;;;;Compiler marker (248, 109);;ЛОЖЬ;ЛОЖЬ;;1830;;;;;;;0;;;;1938;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.58PAH148;;FSC;;;LP DV opened-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;432;;;;;;;0;;;;3165;ЛОЖЬ;42309;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;13;;;;;;;;;;;;;;;;;;;;
M;C295_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;295;;;;;;;0;;;;7307;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1858_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1858;;;;;;;0;;;;632;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA487BC;;F01;;;DEL.VLV. 20XV-487 MANUALLY ACTIVATED;No;ИСТИНА;ЛОЖЬ;;174;;;;;;;0;;;;729;ЛОЖЬ;43161;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.14;1;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1262;;;;;;;;;;;;;;;;
M;C827_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;827;;;;;;;0;;;;2249;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;10XA505F;;FLD;;;Operation of 10GT517, 518, 519, 531;No;ИСТИНА;ЛОЖЬ;;812;;;;;;;0;;;;445;ЛОЖЬ;42984;None;;;;;;1=;;;;;;;Undefined;491;3428;;31.08;17;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1050;;;;;;;;;;;;;;;;
M;179_15;;;;;;;ЛОЖЬ;ЛОЖЬ;;179;;;;;;;0;;;;4175;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
