PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4
M;C2465_7;;;;;Compiler marker (176, 193);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;300;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C802_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;5081;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C462_2_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;5560;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43HS589B_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;612;;;;;;;0;;;;5919;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;80;;;;;;;;;;;;
DO;43GA007;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;782;;;;;;;1;;;;449;ИСТИНА;56397;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;833;;;;;;;;;;;;
M;C1316_1_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1316;;;;;;;0;;;;3532;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT026_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;866;;;;;;;0;;;;543;ИСТИНА;56434;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;927;;;;;;;;;;;;
M;1294_1296_1;;;;;93XV064_OP_FL;;ЛОЖЬ;ЛОЖЬ;;1296;;;;;;;0;;;;3514;ЛОЖЬ;0;;;;;;;0=cmd OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;93XSB059;;MCC;;;Автом. режим откл.;Yes;ИСТИНА;ЛОЖЬ;;1554;;;;;;;;;;;401;ИСТИНА;56699;None;;;;;;1=NO AUTO;;;;;;;Undefined;;;;39.06;11;10;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Output;EPKS_CCB;FGS_431_1;457;;;;;;;;;;;;
M;1270_1276_2;;;;;93HS062D_FL;;ЛОЖЬ;ЛОЖЬ;;1276;;;;;;;0;;;;3432;ЛОЖЬ;0;;;;;;;0=Cmd CLOSE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;800_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;800;;;;;;;0;;;;1540;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1044_1_3;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1044;;;;;;;0;;;;2909;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1038_3_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1038;;;;;;;0;;;;2958;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;755_2358_1;;;;;430-11_MOS;;ЛОЖЬ;ЛОЖЬ;;2358;;;;;;;0;;;;1267;ЛОЖЬ;0;;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43YT002;;FLD;;;Thermal fire alarm in F-4301101A;Yes;ИСТИНА;ЛОЖЬ;;202;;;;;;;;;;;156;ЛОЖЬ;56288;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;39.05;13;5;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;;;1;ЛОЖЬ;;Output;EPKS_CCB;FGS_431_1;485;;;;;;;;;;;;
M;C902_2;;;;;Compiler marker (256, 61);;ЛОЖЬ;ЛОЖЬ;;902;;;;;;;0;;;;4804;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C922_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;922;;;;;;;0;;;;4790;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;900_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;900;;;;;;;0;;;;1204;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;628_704_3;;;;;43HS589J_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;704;;;;;;;0;;;;1334;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1236_40;;;;;;;ЛОЖЬ;ЛОЖЬ;;1236;;;;;;;0;;;;3209;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1084_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1084;;;;;;;0;;;;873;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1030_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1030;;;;;;;0;;;;4639;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43XS588A;;FLD;;;РТП 1 and 2 floor. Fire;Yes;ИСТИНА;ЛОЖЬ;;1500;;;;;;;;;;;113;ИСТИНА;56289;None;;;;;;1=ALARM;;;;;;;Undefined;491;3428;;39.05;11;10;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_CCB;FGS_431_1;474;;;;;;;;;;;;
M;1030_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1030;;;;;;;0;;;;1740;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
AI;43HS164;;FLD;;;Manual alarm;Yes;ИСТИНА;ЛОЖЬ;;466;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;420;ЛОЖЬ;56290;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;39.05;3;4;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_CCB;FGS_431_1;11421;;;;;;;;;;;;
M;C1014_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1014;;;;;;;0;;;;4710;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1026_1028_1;;;;;430-15-PH FL.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;1028;;;;;;;0;;;;2379;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;264_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;264;;;;;;;0;;;;107;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;100_264_1;;;;;FGS_431_1.43HS085;;ЛОЖЬ;ЛОЖЬ;;264;;;;;;;0;;;;166;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C852_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;852;;;;;;;0;;;;4936;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;1042_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1042;;;;;;;;1 s;0;;20;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;310_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;1100;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1043_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1043;;;;;;;0;;;;369;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1214_356_3;;;;;93PI076_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;356;;;;;;;0;;;;210;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;920_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;1680;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;848_952_2;;;;;43GT022_RR;;ЛОЖЬ;ЛОЖЬ;;952;;;;;;;0;;;;2260;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1326_34;;;;;;;ЛОЖЬ;ЛОЖЬ;;1326;;;;;;;0;;;;3465;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1102_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1102;;;;;;;0;;;;846;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43YA405;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;664;;;;;;;0;;;;3580;ИСТИНА;56725;None;;;;;;1=NORMAL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_CCB;FGS_431_1;1606;;;;;;;;;;;;
M;C1082_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1082;;;;;;;0;;;;4573;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT423_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1056;;;;;;;0;;;;739;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1089;;;;;;;;;;;;
M;1236_35;;;;;;;ЛОЖЬ;ЛОЖЬ;;1236;;;;;;;0;;;;2816;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;134_136_1;;;;;43HS073_FL;;ЛОЖЬ;ЛОЖЬ;;136;;;;;;;0;;;;160;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;322_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;322;;;;;;;0;;;;112;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43YT405_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;664;;;;;;;0;;;;1470;ИСТИНА;56724;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_CCB;FGS_431_1;1594;;;;;;;;;;;;
M;C1043_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1043;;;;;;;0;;;;2927;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;862_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;862;;;;;;;;100 ms;10;;324;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;630_640_1;;;;;43XA589K_FL;;ЛОЖЬ;ЛОЖЬ;;640;;;;;;;0;;;;2033;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C2462_5;;;;;Compiler marker (336, 156);;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;307;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;118_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;118;;;;;;;0;;;;716;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1210_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;1210;;;;;;;0;;;;3255;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1284_1286_1;;;;;93XV063_OP_FL;;ЛОЖЬ;ЛОЖЬ;;1286;;;;;;;0;;;;3488;ЛОЖЬ;0;;;;;;;0=cmd OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;FGS_431_1.43XA599I_1;;FSC;;;430-15-FIRE ALARM;Yes;ЛОЖЬ;ЛОЖЬ;;1610;;;;;;;0;;;;2670;ЛОЖЬ;0;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;FGS_001_1;FGS_431_1;17;;;;;;;;
M;C894_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;894;;;;;;;0;;;;4842;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43HS582A_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;1034;;;;;;;0;;;;6019;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;180;;;;;;;;;;;;
DO;43HS063_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;114;;;;;;;0;;;;895;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1102;;;;;;;;;;;;
DI;43HS064_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;116;;;;;;;0;;;;5902;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;63;;;;;;;;;;;;
DO;43HS161_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;1000;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1147;;;;;;;;;;;;
T;1264_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1264;;;;;;;;1 s;781;;372;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43XA589F;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;620;;;;;;;1;;;;1094;ИСТИНА;56551;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1193;;;;;;;;;;;;
M;464_472_1;;;;;43XA163_FL;;ЛОЖЬ;ЛОЖЬ;;472;;;;;;;0;;;;1240;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43XA589E;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;618;;;;;;;1;;;;1090;ИСТИНА;56549;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1189;;;;;;;;;;;;
DO;43GA404;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;1014;;;;;;;1;;;;638;ИСТИНА;56471;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1018;;;;;;;;;;;;
M;C1296_2_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1296;;;;;;;0;;;;3666;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;316_318_1;;;;;43YA018_FL;;ЛОЖЬ;ЛОЖЬ;;318;;;;;;;0;;;;1876;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;464_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;1265;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43XA055;;FLD;;;Horn (Fire). Remote unit;Yes;ИСТИНА;ЛОЖЬ;;264;;;;;;;0;;;;92;ИСТИНА;56291;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;39.07;1;5;1;Appl;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;669;;;;;;;;;;;;
DO;43GA423;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;1056;;;;;;;1;;;;812;ИСТИНА;56501;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1093;;;;;;;;;;;;
M;1290_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1290;;;;;;;0;;;;3513;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;93XV066AL_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1316;;;;;;;0;;;;3109;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1489;;;;;;;;;;;;
M;210_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;2701;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;134_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;134;;;;;;;0;;;;2450;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT031_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;894;;;;;;;0;;;;565;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;949;;;;;;;;;;;;
M;1234_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1234;;;;;;;0;;;;50;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;C920_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;4799;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;866_958_2;;;;;43GT016_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;958;;;;;;;0;;;;2272;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43XA141;;FLD;;;Beacon (Fire). Remote unit;Yes;ИСТИНА;ЛОЖЬ;;490;;;;;;;0;;;;154;ИСТИНА;56292;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;39.07;9;3;1;Appl;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;699;;;;;;;;;;;;
M;484_488_1;;;;;43YA103_FL;;ЛОЖЬ;ЛОЖЬ;;488;;;;;;;0;;;;1950;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C862_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;862;;;;;;;0;;;;4921;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;FGS_431_1.43HS171;;FSC;;;Ack fire H&B (430-12) (FDAP-C);Yes;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;2500;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_001_1;FGS_431_1;4;;;;;;;;
DO;43GT002_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;421;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;805;;;;;;;;;;;;
M;318_320_1;;;;;43YA015/16/17/18_FL;;ЛОЖЬ;ЛОЖЬ;;320;;;;;;;0;;;;1864;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43HS589E_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;618;;;;;;;0;;;;1089;ИСТИНА;56548;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1188;;;;;;;;;;;;
M;1000_1108_7;;;;;FGS_431_1.43HS599D;;ЛОЖЬ;ЛОЖЬ;;1108;;;;;;;0;;;;2332;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43XA063;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;114;;;;;;;1;;;;916;ИСТИНА;56507;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1105;;;;;;;;;;;;
DO;43XA164;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;466;;;;;;;1;;;;1062;ИСТИНА;56535;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1161;;;;;;;;;;;;
M;1316_31;;;;;;;ЛОЖЬ;ЛОЖЬ;;1316;;;;;;;0;;;;3411;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2464_N;;;;;PV Bit 1;;ЛОЖЬ;ЛОЖЬ;;2464;;;;;;;0;;;;2788;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;262_270_1;;;;;430-11_HD_B1;;ЛОЖЬ;ЛОЖЬ;;270;;;;;;;0;;;;2344;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
R;2403_A;;;;;INPUT SIGNAL;;ЛОЖЬ;ЛОЖЬ;;2403;;Long;;;;;0;;;;106;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C470_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;470;;;;;;;0;;;;5532;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
