PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7
M;1722_1724_1;;;;;91YA008/011_FL;;ЛОЖЬ;ЛОЖЬ;;1724;;;;;;;0;;;;5195;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C196_3_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;196;;;;;;;0;;;;4407;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C811_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;811;;;;;;;0;;;;6894;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;91HS153;;FLD;;;button of lamp and Horn checking;No;ИСТИНА;ЛОЖЬ;;904;;;;;;;;;;;51;ИСТИНА;61003;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;45.03;9;12;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;444;;;;;;;;
DO;91YT004_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;508;;;;;;;0;;;;928;ИСТИНА;61830;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;1130;;;;;;;;
M;C370_12;;;;;Compiler marker (256, 241);;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;3941;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1140_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;1140;;;;;;;0;;;;2667;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;848_850_3;;;;;91GA014_FL;;ЛОЖЬ;ЛОЖЬ;;850;;;;;;;0;;;;2138;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;300_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;7180;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;296_374_4;;;;;91YA450/458_FL;;ЛОЖЬ;ЛОЖЬ;;374;;;;;;;0;;;;1491;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C825_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;825;;;;;;;0;;;;6838;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;91HS624;;FLD;;;manual annunciator;Yes;ИСТИНА;ЛОЖЬ;;480;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;312;ЛОЖЬ;61004;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;45.05;3;11;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;11385;;;;;;;;
DO;FGS_912_1.91XZLC109A;;FSC;;;Задвижка 91 XV 109-закрыта;Yes;ЛОЖЬ;ЛОЖЬ;;1195;;;;;;;0;;;;1130;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;FGS_002_1;FGS_912_1;49;;;;;;;;;;;;;;;;
M;C120_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;4604;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;340_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;0;;;;5497;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91YT405_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1658;;;;;;;0;;;;5812;ИСТИНА;61745;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;1773;;;;;;;;
M;C262_1_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;262;;;;;;;0;;;;4222;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C855_4_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;855;;;;;;;0;;;;6138;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91HS633_RR;;COM;;;READY TO RESET 901-10-FIRE;No;ЛОЖЬ;ЛОЖЬ;;522;;;;;;;0;;;;105;ИСТИНА;61437;None;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;840;;;;;;;;
T;308_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;;100 ms;10;;256;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;800_810_1;;;;;91HS630;;ЛОЖЬ;ЛОЖЬ;;810;;;;;;;0;;;;2000;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;292_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;7168;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;362_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;362;;;;;;;0;;;;5490;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;508_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;508;;;;;;;;100 ms;10;;412;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;958_1005_1;;;;;901-05 - StH Fire Alarm;;ЛОЖЬ;ЛОЖЬ;;1005;;;;;;;0;;;;2276;ЛОЖЬ;0;;;;;;;0=TRIP no S/R;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;344_346_1;;;;;91YT452_FL;;ЛОЖЬ;ЛОЖЬ;;346;;;;;;;0;;;;1546;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C246_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;4268;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;246_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;5669;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1422_1432_2;;;;;91HS132B_FL;;ЛОЖЬ;ЛОЖЬ;;1432;;;;;;;0;;;;2663;ЛОЖЬ;0;;;;;;;0=cmd STOP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1700_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1700;;;;;;;0;;;;5914;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;800_898_4;;;;;91HS630;;ЛОЖЬ;ЛОЖЬ;;898;;;;;;;0;;;;2203;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1430_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;1430;;;;;;;0;;;;2797;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;91GT001;;FLD;;;toxic gas leakoff at outer area;Yes;ИСТИНА;ЛОЖЬ;;810;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;32;ЛОЖЬ;61005;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;45.03;3;9;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;11057;;;;;;;;
M;130_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;130;;;;;;;0;;;;1114;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1160_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1160;;;;;;;0;;;;3271;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C252_3_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;4253;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1332_1_I;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1332;;;;;;;0;;;;288;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1205_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;1205;;;;;;;0;;;;1472;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C406_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;406;;;;;;;0;;;;6924;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1165_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1165;;;;;;;0;;;;3266;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C254_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;4247;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C180_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;4450;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;848_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;848;;;;;;;0;;;;5455;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C110_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;4644;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;91GT016;;FLD;;;toxic gas leakoff at outer area;Yes;ИСТИНА;ЛОЖЬ;;854;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;4;ЛОЖЬ;61006;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;45.03;3;2;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;11029;;;;;;;;
M;1328_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1328;;;;;;;0;;;;6382;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91HS132A_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1422;;;;;;;0;;;;2263;ИСТИНА;61629;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;1591;;;;;;;;
M;C899_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;899;;;;;;;0;;;;6110;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C150_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;4537;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;91HS103A1;;F02;;;Open Shutter 91 HV 103;Yes;ИСТИНА;ЛОЖЬ;;1130;;;;;;;;;;;475;ЛОЖЬ;61007;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;45.08;15;4;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;;;1;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;644;;;;;;;;
M;1718_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;1718;;;;;;;0;;;;7302;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1105_1_S;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1105;;;;;;;0;;;;3326;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1115_2_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1115;;;;;;;0;;;;3404;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;266_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;7136;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_912_1.91XZLC110A;;FSC;;;Задвижка 91 HV 110-закрыта;Yes;ЛОЖЬ;ЛОЖЬ;;1205;;;;;;;0;;;;1266;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;FGS_002_1;FGS_912_1;51;;;;;;;;;;;;;;;;
M;C1673_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1673;;;;;;;0;;;;7059;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C120_7_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;4610;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C298_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;298;;;;;;;0;;;;7349;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1225_3_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1225;;;;;;;0;;;;460;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C908_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;908;;;;;;;0;;;;3432;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C190_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;190;;;;;;;0;;;;4421;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;338_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;338;;;;;;;0;;;;7230;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;626_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;626;;;;;;;0;;;;2310;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1245_2_3;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1245;;;;;;;0;;;;408;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91HS490I_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;763;ИСТИНА;61484;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;935;;;;;;;;
M;212_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;212;;;;;;;0;;;;5679;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1330_1_E;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;307;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C258_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;258;;;;;;;0;;;;4236;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91HV114PV_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;1245;;;;;;;0;;;;2419;ИСТИНА;61846;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;1544;;;;;;;;
M;C282_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;282;;;;;;;0;;;;4168;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91YT485_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;164;;;;;;;0;;;;897;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;1105;;;;;;;;
M;C1430_2_4;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1430;;;;;;;0;;;;241;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91GT014_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;848;;;;;;;0;;;;999;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_912_1;1261;;;;;;;;
