PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14
M;C277_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;277;;;;;;;0;;;;3680;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C540_1_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;540;;;;;;;0;;;;3110;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;266_11;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;4807;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH057XY_MOR;;COM;2000;P-2001S;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;812;;;;;;;0;;;;4420;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_6;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;602_604_2;;;2000;;21HS616;;ЛОЖЬ;ЛОЖЬ;;604;;;;;;;0;;;;2615;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;318_392_3;;;2000;H-2001;20-I-321_CA;;ЛОЖЬ;ЛОЖЬ;;392;;;;;;;0;;;;4091;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH051X;;BNS;2200;A_P20_1;"PUMP  VIBR - NDE ""X""";Yes;ИСТИНА;ЛОЖЬ;;800;;;;;;;;;;;146;ИСТИНА;10009;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;06.04;1;11;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;570_608_5;;;2000;H-2001;PILOT VALVES OPEN;;ЛОЖЬ;ЛОЖЬ;;608;;;;;;;0;;;;3116;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20LALL066;;COM;2000;A_2000;V-2009;No;ЛОЖЬ;ЛОЖЬ;;874;;;;;;;0;;;;1063;ИСТИНА;10894;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS990R_REL;;FSC;2000;A_2000;ESD MOS REL AREA H-2006;No;ЛОЖЬ;ЛОЖЬ;;81;;;;;;;0;;;;458;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH061F_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;789;;;;;;;0;;;;1416;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VAH057X;;BNS;2200;A_2000;"G.BOX LSS  VIBR - DE ""X""";Yes;ИСТИНА;ЛОЖЬ;;812;;;;;;;;;;;110;ИСТИНА;10011;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;06.03;13;7;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C298_2_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;298;;;;;;;0;;;;3624;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH055X_FU;;COM;;;V-2002;No;ЛОЖЬ;ЛОЖЬ;;1342;;;;;;;0;;;;6390;ИСТИНА;10718;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI061G2_TF;;COM;2100;A_2000;"MAIN E-MOTOR ""U"" - WIND";No;ЛОЖЬ;ЛОЖЬ;;790;;;;;;;0;;;;4184;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;312_1008_3;;;2000;;FUEL GAS TO MAIN BURNERS;;ЛОЖЬ;ЛОЖЬ;;1008;;;;;;;0;;;;750;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;332_3;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;332;;;;;;;;100 ms;30;;380;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2456_J;;;;;;;ЛОЖЬ;ЛОЖЬ;;2456;;;;;;;0;;;;2204;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
